verse_text,matching_words,match,version,verse_id,doc_id,tokens,tfidf,proportion,runs_pval,corpus
"Yea, after having been such a highly favored people of the Lord; yea, after having been favored above every other nation, kindred, tongue, or people; after having had all things made known unto them, according to their desires, and their faith, and prayers, of that which has been, and which is, and which is to come;",made made according known come come come come things every made made made come come,,,Alma 9:20,sn83030214/1921-09-10/ed-1/seq-12/,2,0.04,0.005,0,chronam
"And it came to pass that in the commencement of the twenty and fourth year of the reign of the judges, there would also have been peace among the people of Nephi had it not been for a contention which took place among them concerning the land of Lehi, and the land of Morianton, which joined upon the borders of Lehi; both of which were on the borders by the seashore.",place people took place year upon land upon people people upon people people people people people people upon people upon people land people seashore fourth year fourth fourth upon year,,,Alma 50:25,sn82015679/1893-08-12/ed-1/seq-1/,2,0.044,0.005,0,chronam
"And he bought a linen cloth, and taking him down, wound him in the linen cloth, and laid him in a tomb which had been hewn out of a rock; and he rolled a stone against the door of the tomb.",rolled rolled tomb bought linen bought door,,,Mark 15:46 (RV),sn83030272/1888-09-24/ed-1/seq-2/,2,0.069,0.008,0,chronam
"In the same shall twelve kings reign, one after another:",one one one another one another one one one one one one one one one one one one one,,,2 Esdras 12:14 (KJV),sn86069313/1892-06-24/ed-1/seq-2/,2,0.51,0.056,0,chronam
"And then shall the work of the Father commence at that day, even when this gospel shall be preached among the remnant of this people. Verily I say unto you, at that day shall the work of the Father commence among all the dispersed of my people, yea, even the tribes which have been lost, which the Father hath led away out of Jerusalem.",people among even even shall shall shall shall day shall even day day among people even among people day day work work work people say work people say among among work work,,,3 Nephi 21:26,sn85033295/1880-12-29/ed-1/seq-4/,2,0.035,0.005,0.007,chronam
"For this deed of the queen will come abroad unto all women, to make their husbands contemptible in their eyes, when it will be said: The king Ahasuerus commanded Vashti the queen to be brought in before him, but she came not.",came brought women brought brought make said said brought brought come make king,,,Esther 1:17 (JPS 1917),sn82015418/1872-11-02/ed-1/seq-2/,2,0.081,0.009,0,chronam
"VERILY I say unto you, my friends, behold, I will give unto you a revelation and commandment, that you may know how to act in the discharge of your duties concerning the salvation and redemption of your brethren, who have been scattered on the land of Zion;",may may may say may friends may say may may may land land may may may give may give give give give may may may may may give,,,Doctrine and Covenants 103:1,sn82014593/1852-07-16/ed-1/seq-1/,2,0.064,0.008,0,chronam
"And answering Jesus, they said: We know not. He also said to them: Neither do I tell you by what authority I do these things.",also said know also know know know also also tell,,,Matthew 21:27 (Douay-Rheims),sn86071868/1894-08-24/ed-1/seq-2/,2,0.143,0.019,0,chronam
"And the LORD magnified Solomon exceedingly in the sight of all Israel, and bestowed upon him such royal majesty as had not been on any king before him in Israel.",upon majesty majesty majesty upon,,,1 Chronicles 29:25 (JPS 1917),sn84020630/1898-08-03/ed-1/seq-3/,2,0.072,0.01,0.108,chronam
"I might have rendered a plainer translation to this, but it is sufficiently plain to suit my purpose as it stands. It is sufficient to know, in this case, that the earth will be smitten with a curse unless there is a welding link of some kind or other between the fathers and the children, upon some subject or other--and behold what is that subject? It is the baptism for the dead. For we without them cannot be made perfect; neither can they without us be made perfect. Neither can they nor we be made perfect without those who have died in the gospel also; for it is necessary in the ushering in of the dispensation of the fulness of times, which dispensation is now beginning to usher in, that a whole and complete and perfect union, and welding together of dispensations, and keys, and powers, and glories should take place, and be revealed from the days of Adam even to the present time. And not only this, but those things which never have been revealed from the foundation of the world, but have been kept hid from the wise and prudent, shall be revealed unto babes and sucklings in this, the dispensation of the fulness of times.",made powers can place together time made us us things take beginning world neither made made powers powers shall shall powers world without without also time time beginning together might place neither can earth us us can us also complete now powers us us know us even necessary made neither also might times shall world powers upon purpose present union us can upon us also whole can might us also us us world together us take unless days unless union sufficient us take world know time world days know days days now days time even kind even world place now subject present foundation perfect can necessary can sufficient days whole world might necessary case take plain union union perfect never made translation translation made whole made suit,,,Doctrine and Covenants 128:18,sn83045462/1919-01-19/ed-1/seq-10/,2,0.012,0.002,0,chronam
"But, beloved, we are persuaded better things of you, and things that accompany salvation, though we thus speak.",beloved beloved though speak things better things,,,Hebrews 6:9 (KJV),sn83016954/1843-11-25/ed-1/seq-3/,2,0.217,0.021,0.082,chronam
"Afterward he measured a thousand; and it was a river that I could not pass over: for the waters were risen, waters to swim in, a river that could not be passed over.",,,,Ezekiel 47:5 (KJV),sn85042414/1922-07-07/ed-1/seq-6/,2,0.116,0.012,0.057,chronam
"For the time speedily shall come that all churches which are built up to get gain, and all those who are built up to get power over the flesh, and those who are built up to become popular in the eyes of the world, and those who seek the lusts of the flesh and the things of the world, and to do all manner of iniquity; yea, in fine, all those who belong to the kingdom of the devil are they who need fear, and tremble, and quake; they are those who must be brought low in the dust; they are those who must be consumed as stubble; and this is according to the words of the prophet.",brought time according brought low fine low come fine must things come fine come,,,1 Nephi 22:23,sn83045462/1916-01-14/ed-1/seq-13/,2,0.021,0.003,0.087,chronam
"Ain. My eye is afflicted, and hath not been quiet, because there was no rest:",quiet rest quiet eye eye hath eye hath afflicted quiet,,,Lamentations 3:49 (Douay-Rheims),sn86053573/1875-10-09/ed-1/seq-1/,2,0.284,0.028,0.029,chronam
"But unto the tribe of Levi Moses gave none inheritance: the LORD, the God of Israel, is their inheritance, as he spake unto them.",god lord unto lord lord god israel lord god lord god lord god israel lord god god none moses god god god moses,,,Joshua 13:33 (RV),sn85038411/1918-11-16/ed-1/seq-14/,2,0.092,0.017,0,chronam
"not because we have not the right, but to make ourselves and ensample unto you, that ye should imitate us.",make make ye us right us make make right right make us,,,2 Thessalonians 3:9 (ASV),sn83045462/1901-10-29/ed-1/seq-2/,2,0.155,0.019,0.003,chronam
"Yea, they durst not make use of that which is their own lest they should offend their priests, who do yoke them according to their desires, and have brought them to believe, by their traditions and their dreams and their whims and their visions and their pretended mysteries, that they should, if they did not do according to their words, offend some unknown being, who they say is God--a being who never has been seen or known, who never was nor ever will be.",use according make never make brought use make brought use brought words brought seen seen seen seen make make make believe make believe never seen according known known known known,,,Alma 30:28,sn83030313/1879-11-26/ed-1/seq-6/,2,0.042,0.004,0,chronam
"one young bullock, one ram, one he-lamb of the first year, for a burnt offering;",young young one one year one one first one first one first one one first one first one one first year one one one one one one year young young first,,,Numbers 7:57 (RV),sn91068245/1907-09-19/ed-1/seq-3/,2,0.2,0.024,0,chronam
"And they said: We have no hopes: for we will go after our own thoughts, and we will do every one according to the perverseness of his evil heart.",according every go every said one one said said one one every one one every every every every one said one one one one heart every every go every one go every every said one said go one one one every one every one one said one said said said said,,,Jeremiah 18:12 (Douay-Rheims),sn84020274/1903-05-17/ed-1/seq-59/,2,0.098,0.012,0.031,chronam
"But now Jehovah hath spoken, saying, Within three years, as the years of a hireling, the glory of Moab shall be brought into contempt, with all his great multitude; and the remnant shall be very small and of no account.",three small years years great now brought years now years three years shall three now three three within three now three shall now years three years spoken great years shall shall within small now years account small now years years account now years three years years now now great years now now within three years years now contempt three brought contempt shall,,,Isaiah 16:14 (ASV),sn83016483/1868-05-27/ed-1/seq-1/,2,0.085,0.008,0.683,chronam
"though these three men were in it, as I live, saith the Lord Jehovah, they should deliver neither sons nor daughters, but they only should be delivered themselves.",men men three though men three three men three men men men lord live men three men three men men three three men three three men men men men men men three men men men men men delivered men men men,,,Ezekiel 14:18 (ASV),sn84038112/1862-09-12/ed-1/seq-2/,2,0.108,0.012,0.056,chronam
"Therefore Saul said unto the LORD God of Israel, Give a perfect lot. And Saul and Jonathan were taken: but the people escaped.",said give said god god people people people people give god perfect god said god lord taken said saul give said people lord god people unto said said therefore lord people said therefore god god unto unto unto therefore lord lot israel god god god lord unto unto unto unto israel unto unto israel unto unto unto israel israel israel israel god israel israel god israel israel people people unto israel unto therefore unto israel lord god israel god give lord lord god israel taken lord god taken lord israel lord said god lord give lord lord therefore unto lord israel god god give give taken give taken therefore unto unto unto therefore therefore unto lord lord lord said unto lord said unto perfect unto lord said unto lord god said god therefore lord lord god lord said lord god god give lord god lord god unto lord god lord lord therefore said lord lot god god lord god lord taken therefore unto lord god god taken lord god unto god lord god lord lord lord unto give unto israel israel lord unto israel lord israel lord israel lord lord god god people god people people god,,,1 Samuel 14:41 (KJV),sn83030313/1870-05-30/ed-1/seq-4/,2,0.086,0.014,0,chronam
"But we will certainly perform every word that is gone forth out of our mouth, to burn incense unto the queen of heaven, and to pour out drink-offerings unto her, as we have done, we and our fathers, our kings and our princes, in the cities of Judah, and in the streets of Jerusalem; for then had we plenty of victuals, and were well, and saw no evil.",burn certainly every well well done done every well streets,,,Jeremiah 44:17 (ASV),sn83030213/1859-02-11/ed-1/seq-5/,2,0.035,0.004,0,chronam
"Yea, do ye suppose that they would have been led out of bondage, if the Lord had not commanded Moses that he should lead them out of bondage?",led led,,,1 Nephi 17:24,sn90059523/1897-10-17/ed-1/seq-1/,2,0.088,0.01,0,chronam
"Thus saith the Lord unto Esdras, Tell my people that I will give them the kingdom of Jerusalem, which I would have given unto Israel.",give people people people people give give give people give people people give people people given people people given give people people people people give people give people people people people people give people people people people thus people people give tell people thus thus give tell people given tell people given thus people people give tell give people give people give thus thus thus people,,,2 Esdras 2:10 (KJV),sn83045160/1877-11-13/ed-1/seq-2/,2,0.108,0.013,0.021,chronam
"Therefore I, Mormon, do write the things which have been commanded me of the Lord. And now I, Mormon, make an end of my sayings, and proceed to write the things which have been commanded me.",things write now things now now now therefore lord make,,,3 Nephi 26:12,sn84022549/1896-04-04/ed-1/seq-1/,2,0.064,0.009,0.021,chronam
"Wherefore, the Lord commandeth you, when ye shall see these things come among you that ye shall awake to a sense of your awful situation, because of this secret combination which shall be among you; or wo be unto it, because of the blood of them who have been slain; for they cry from the dust for vengeance upon it, and also upon those who built it up.",also see see come come upon upon upon blood upon upon upon also upon upon among also shall upon also also see among things among among things among things among things upon,,,Ether 8:24,sn85038521/1868-04-02/ed-1/seq-3/,2,0.037,0.004,0.064,chronam
"Behold, when ye shall rend that veil of unbelief which doth cause you to remain in your awful state of wickedness, and hardness of heart, and blindness of mind, then shall the great and marvelous things which have been hid up from the foundation of the world from you--yea, when ye shall call upon the Father in my name, with a broken heart and a contrite spirit, then shall ye know that the Father hath remembered the covenant which he made unto your fathers, O house of Israel.",o house world house call things world remembered cause broken broken things great upon made world upon name great made name name world o mind o made great o great world made things father made house made call know upon things world ye shall ye things name state shall name mind o made world great made name upon house made upon state house o great upon o made upon upon state state state state state o upon made house great call,,,Ether 4:15,sn84026925/1877-10-04/ed-1/seq-4/,2,0.023,0.003,0.001,chronam
"Moreover if the just man shall turn away from his justice, and shall commit iniquity: I will lay a stumblingblock before him, he shall die, because thou hast not given him warning: he shall die in his sin, and his justices which he hath done, shall not be remembered: but I will require his blood at thy hand.",done shall shall man away man given just shall hand hand just hand hand hand lay given lay done done man given man lay away given die given lay just man man lay lay thy done die die lay man shall die lay man given hand just done hand blood,,,Ezekiel 3:20 (Douay-Rheims),sn92053945/1889-02-18/ed-1/seq-3/,2,0.043,0.005,0.578,chronam
"If it had not been Jehovah who was on our side, Let Israel now say,",now now say now say now now say side now now let,,,Psalm 124:1 (ASV),sn85042460/1886-02-16/ed-1/seq-5/,2,0.182,0.024,0,chronam
"Ghimel. He hath built against me round about, that I may not get out: he hath made my fetters heavy.",may may may get get may made may made get get,,,Lamentations 3:7 (Douay-Rheims),sn84026749/1918-09-25/ed-1/seq-14/,2,0.171,0.015,0.368,chronam
"And this word , Yet once more, signifieth the removing of those things that are shaken, as of things that have been made, that those things which are not shaken may remain.",made may may made made remain made yet may word made,,,Hebrews 12:27 (ASV),sn00065127/1898-01-28/ed-1/seq-2/,2,0.085,0.01,0,chronam
"And many nations shall come, and say, Come, and let us go up to the mountain of the LORD, and to the house of the God of Jacob; and he will teach us of his ways, and we will walk in his paths: for the law shall go forth of Zion, and the word of the LORD from Jerusalem.",law law law law law law law law law law law law law law many house ways let let shall let word word mountain law house many many go many go go us us us us ways us go say forth say house us us us house law house house many god god come let go let us say go house law,,,Micah 4:2 (KJV),sn83032199/1874-01-28/ed-1/seq-1/,2,0.059,0.008,0.899,chronam
"Wherefore, said they, if we have found grace in thy sight, let this land be given unto thy servants for a possession, and bring us not over Jordan.",us given let us us us let us us us us given us let us us said given said let said said said said us given bring land land given land land grace land,,,Numbers 32:5 (KJV),sn92051227/1918-04-26/ed-1/seq-10/,2,0.079,0.01,0,chronam
"And when the Lord had said these words, he showed unto the brother of Jared all the inhabitants of the earth which had been, and also all that would be; and he withheld them not from his sight, even unto the ends of the earth.",said even even said said also even said said said said said said withheld sight said said lord showed said said said said said said said,,,Ether 3:25,sn86063756/1911-11-07/ed-1/seq-1/,2,0.055,0.008,0.005,chronam
"For I will set mine eyes upon them for good, and I will bring them again to this land: and I will build them, and not pull them down; and I will plant them, and not pluck them up.",upon upon upon good upon upon set upon upon upon eyes upon good set pull upon good bring good upon eyes eyes upon set eyes eyes eyes upon mine good upon good upon upon upon upon upon eyes good good eyes eyes eyes eyes eyes,,,Jeremiah 24:6 (ASV),sn82015679/1888-07-15/ed-1/seq-11/,2,0.09,0.009,0.919,chronam
"I say unto you, my sons, were it not for these things, which have been kept and preserved by the hand of God, that we might read and understand of his mysteries, and have his commandments always before our eyes, that even our fathers would have dwindled in unbelief, and we should have been like unto our brethren, the Lamanites, who know nothing concerning these things, or even do not believe them when they are taught them, because of the traditions of their fathers, which are not correct.",say believe god god god even god even god nothing things even god things things things things things god say unto god things brethren god sons say kept say always always,,,Mosiah 1:5,sn2001063112/1893-02-24/ed-1/seq-11/,2,0.024,0.003,0,chronam
"Wherefore, it burdeneth my soul that I should be constrained, because of the strict commandment which I have received from God, to admonish you according to your crimes, to enlarge the wounds of those who are already wounded, instead of consoling and healing their wounds; and those who have not been wounded, instead of feasting upon the pleasing word of God have daggers placed to pierce their souls and wound their delicate minds.",upon received upon wounds upon upon received word word word received delicate word wounded received upon upon upon,,,Jacob 2:9,sn82014635/1899-08-25/ed-1/seq-2/,2,0.033,0.004,0.071,chronam
"one Lord, one faith, one baptism,",one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one one,,,Ephesians 4:5 (ASV),sn82016419/1871-11-03/ed-1/seq-3/,2,0.7,0.083,0.659,chronam
"A fool multiplieth words. A man cannot tell what hath been before him: and what shall be after him, who can tell him?",can can man shall can shall can can can can can can shall man shall,,,Ecclesiastes 10:14 (Douay-Rheims),sn85038614/1891-03-29/ed-1/seq-5/,2,0.117,0.013,0.004,chronam
"And if any man would go to law with thee, and take away thy coat, let him have thy cloke also.",go thy thy man man man away man man also also man take take man go away man man go man man,,,Matthew 5:40 (RV),sn84022650/1889-05-24/ed-1/seq-1/,2,0.102,0.013,0,chronam
"Therefore, let us glory, yea, we will glory in the Lord; yea, we will rejoice, for our joy is full; yea, we will praise our God forever. Behold, who can glory too much in the Lord? Yea, who can say too much of his great power, and of his mercy, and of his long-suffering towards the children of men? Behold, I say unto you, I cannot say the smallest part which I feel.",can us can say much praise us men us great us say long long children children forever us children full lord much long long can forever mercy great can,,,Alma 26:16,sn86082061/1900-01-25/ed-1/seq-6/,2,0.045,0.004,0.002,chronam
"The prophet that prophesied peace when his word shall come to pass, the prophet shall be known, whom the Lord hath sent in truth.",pass shall shall known lord shall come pass shall lord come pass sent known,,,Jeremiah 28:9 (Douay-Rheims),sn83032040/1901-01-17/ed-1/seq-4/,2,0.109,0.014,0,chronam
"And it came to pass that Morianton built up many cities, and the people became exceedingly rich under his reign, both in buildings, and in gold and silver, and in raising grain, and in flocks, and herds, and such things which had been restored unto them.",gold came many built built many came many rich pass came,,,Ether 10:12,sn98066406/1899-11-03/ed-1/seq-7/,2,0.048,0.007,0.005,chronam
"And he said to her: Thou hast; spoken like one of the foolish women: if we have received good things at the hand of God, why should we not receive evil? In all these things Job did not sin with his lips.",one received one said one hand one like one one one hand receive hand things good one one one things women one one said said one one,,,Job 2:10 (Douay-Rheims),sn83045433/1921-07-13/ed-1/seq-3/,2,0.067,0.007,0,chronam
"[A Prologue made by an uncertain Author] This Jesus was the son of Sirach, and grandchild to Jesus of the same name with him: this man therefore lived in the latter times, after the people had been led away captive, and called home a again, and almost after all the prophets. Now his grandfather Jesus, as he himself witnesseth, was a man of great diligence and wisdom among the Hebrews, who did not only gather the grave and short sentences of wise men, that had been before him, but himself also uttered some of his own, full of much understanding and wisdom. When as therefore the first Jesus died, leaving this book almost perfected, Sirach his son receiving it after him left it to his own son Jesus, who, having gotten it into his hands, compiled it all orderly into one volume, and called it Wisdom, intituling it both by his own name, his father's name, and his grandfather's; alluring the hearer by the very name of Wisdom to have a greater love to the study of this book. It containeth therefore wise sayings, dark sentences, and parables, and certain particular ancient godly stories of men that pleased God; also his prayer and song; moreover, what benefits God had vouchsafed his people, and what plagues he had heaped upon their enemies. This Jesus did imitate Solomon, and was no less famous for wisdom and learning, both being indeed a man of great learning, and so reputed also. [The Prologue of the Wisdom of Jesus the Son of Sirach.] Whereas many and great things have been delivered unto us by the law and the prophets, and by others that have followed their steps, for the which things Israel ought to be commended for learning and wisdom; and whereof not only the readers must needs become skilful themselves, but also they that desire to learn be able to profit them which are without, both by speaking and writing: my grandfather Jesus, when he had much given himself to the reading of the law, and the prophets, and other books of our fathers, and had gotten therein good judgment, was drawn on also himself to write something pertaining to learning and wisdom; to the intent that those which are desirous to learn, and are addicted to these things, might profit much more in living according to the law. Wherefore let me intreat you to read it with favour and attention, and to pardon us, wherein we may seem to come short of some words, which we have laboured to interpret. For the same things uttered in Hebrew, and translated into another tongue, have not the same force in them: and not only these things, but the law itself, and the prophets, and the rest of the books, have no small difference, when they are spoken in their own language. For in the eight and thirtieth year coming into Egypt, when Euergetes was king, and continuing there some time, I found a book of no small learning: therefore I thought it most necessary for me to bestow some diligence and travail to interpret it; using great watchfulness and skill in that space to bring the book to an end, and set it forth for them also, which in a strange country are willing to learn, being prepared before in manners to live after the law.",year one delivered country us times able man called one men great end god name men men god might god love first one one one continuing us love love man love god man man love god law things left us law men without us men now one must one man good another man attention less grave might indeed year year something understanding year without rest judgment certain pleased one might man made many one reputed now men indeed men living less others others good man bestow benefits many must must many country man good us others now country followed indeed many come much man now now time first now now year also king given first time great time times therefore may made now upon men dark first son good many readers one book translated reading many now readers reading drawn stories short author author author author now intent less book latter may country many time good home great left pardon one one home without man man men things man read one found man year let man away love men man man time time book name author book much thought author one man prayer great words man must needs man prayer without one able upon full first time great away author time prepared rest books good men great year son one also home people bring prayer books son without book,,,Ecclesiasticus 1:0 (KJV),sn84026844/1897-12-27/ed-1/seq-4/,2,0.005,0,0,chronam
"And again I say unto you, those who have been scattered by their enemies, it is my will that they should continue to importune for redress, and redemption, by the hands of those who are placed as rulers and are in authority over you--",say hands continue continue authority hands,,,Doctrine and Covenants 101:76,sn85034447/1892-12-17/ed-1/seq-3/,2,0.084,0.01,0,chronam
"in whom we have our redemption, the forgiveness of our sins:",,,,Colossians 1:14 (ASV),sn83045462/1916-09-20/ed-1/seq-11/,2,0.319,0.042,0.037,chronam
"And behold, these things which we have desired concerning our brethren, yea, even their restoration to the knowledge of Christ, are according to the prayers of all the saints who have dwelt in the land.",things christ prayers even things land christ christ things christ even according christ even knowledge even christ land saints,,,Mormon 9:36,sn85038161/1887-12-29/ed-1/seq-5/,2,0.074,0.009,0.07,chronam
"And under the firmament were their wings straight, the one toward the other: every one had two, which covered on this side, and every one had two, which covered on that side, their bodies.",every every covered one side two one one side straight one one side every every two one one two one toward one two one,,,Ezekiel 1:23 (KJV),sn90069164/1880-11-23/ed-1/seq-3/,2,0.102,0.01,0.001,chronam
"Now if a man desired to serve God, it was his privilege; or rather, if he believed in God it was his privilege to serve him; but if he did not believe in him there was no law to punish him.",now now man now man now man man man now believe believe believe believe rather law believe law law law law law law privilege privilege man now now,,,Alma 30:9,sn89066234/1907-06-15/ed-1/seq-1/,2,0.076,0.009,0,chronam
"And I, Jacob, saw that I must soon go down to my grave; wherefore, I said unto my son Enos: Take these plates. And I told him the things which my brother Nephi had commanded me, and he promised obedience unto the commands. And I make an end of my writing upon these plates, which writing has been small; and to the reader I bid farewell, hoping that many of my brethren may read my words. Brethren, adieu.",many make many upon end son upon many make take said said said upon son make upon upon go said make end,,,Jacob 7:27,sn99063957/1918-11-20/ed-1/seq-2/,2,0.033,0.004,0,chronam
"And now, I will speak unto you concerning those twenty-four plates, that ye keep them, that the mysteries and the works of darkness, and their secret works, or the secret works of those people who have been destroyed, may be made manifest unto this people; yea, all their murders, and robbings, and their plunderings, and all their wickedness and abominations, may be made manifest unto this people; yea, and that ye preserve these interpreters.",people made made may made now now made may may twenty made made four four four twenty twenty made four four may,,,Alma 37:21,sn83045462/1906-07-16/ed-1/seq-5/,2,0.036,0.004,0,chronam
"And it came to pass that Mosiah received them with joy; and he also received their records, and also the records which had been found by the people of Limhi.",also received received received received came came also also also people people people also received received people people people people people people people people people people people people people also people people people found received also also,,,Mosiah 22:14,sn83045462/1888-06-06/ed-1/seq-1/,2,0.11,0.013,0.005,chronam
"If a wise man hath a controversy with a foolish man, whether he be angry or laugh, there will be no rest.",whether man man whether rest man man man wise man wise man man man wise man,,,Proverbs 29:9 (RV),sn83045462/1883-04-04/ed-1/seq-7/,2,0.213,0.021,0,chronam
"If his sides have not blessed me, and if he were not warmed with the fleece of my sheep:",sides,,,Job 31:20 (Douay-Rheims),sn84038306/1914-10-07/ed-1/seq-2/,2,0.213,0.021,0.238,chronam
"Yea, they durst not make use of that which is their own lest they should offend their priests, who do yoke them according to their desires, and have brought them to believe, by their traditions and their dreams and their whims and their visions and their pretended mysteries, that they should, if they did not do according to their words, offend some unknown being, who they say is God--a being who never has been seen or known, who never was nor ever will be.",use known known believe make never ever known make make ever ever use,,,Alma 30:28,sn84022871/1892-03-28/ed-1/seq-8/,2,0.039,0.004,0,chronam
And the priest shall make an atonement for him before the LORD: and it shall be forgiven him for any thing of all that he hath done in trespassing therein.,shall shall shall thing thing thing shall thing shall lord thing lord forgiven lord done shall done make lord done,,,Leviticus 6:7 (KJV),sn85029677/1888-04-06/ed-1/seq-7/,2,0.13,0.013,0.559,chronam
"And there were no gifts from the Lord, and the Holy Ghost did not come upon any, because of their wickedness and unbelief.",come come come come come come come come come come come come upon upon upon,,,Mormon 1:14,sn83032041/1870-04-28/ed-1/seq-1/,2,0.156,0.017,0,chronam
"Then if our hearts have been hardened, yea, if we have hardened our hearts against the word, insomuch that it has not been found in us, then will our state be awful, for then we shall be condemned.",state state state state state state state shall state state shall state state state us us us us state state state,,,Alma 12:13,sn85058130/1893-11-12/ed-1/seq-10/,2,0.066,0.007,0,chronam
"Therefore, he that had been appointed chief captain over the armies of the Nephites, (and his name was Zoram, and he had two sons, Lehi and Aha)--now Zoram and his two sons, knowing that Alma was high priest over the church, and having heard that he had the spirit of prophecy, therefore they went unto him and desired of him to know whither the Lord would that they should go into the wilderness in search of their brethren, who had been taken captive by the Lamanites.",name two two now therefore two high name chief chief heard two two two high armies two now appointed appointed chief appointed two high high high two high high high high high,,,Alma 16:5,sn83045462/1917-04-13/ed-1/seq-13/,2,0.028,0.004,0,chronam
"Now this change was not equal to that which shall take place at the last day; but there was a change wrought upon them, insomuch that Satan could have no power over them, that he could not tempt them; and they were sanctified in the flesh, that they were holy, and that the powers of the earth could not hold them.",last now day now place last now last day now last now now last now take upon last now day day now shall day day shall day day shall upon upon place upon day day place upon upon take last day upon day upon take power upon now last day last day take day take day day now place last day now place day hold power now day now day day day day equal day place earth day upon now day upon last day day day day,,,3 Nephi 28:39,sn82015104/1894-06-05/ed-1/seq-1/,2,0.042,0.005,0.504,chronam
"Except Jehovah of hosts had left unto us a very small remnant, we should have been as Sodom, we should have been like unto Gomorrah.",us us except like us except us like like like like us us us like,,,Isaiah 1:9 (ASV),sn85040344/1899-05-20/ed-1/seq-5/,2,0.082,0.01,0,chronam
"And it came to pass that after they had bound me insomuch that I could not move, the compass, which had been prepared of the Lord, did cease to work.",came work prepared move move move move move came bound,,,1 Nephi 18:12,sn83045462/1898-07-06/ed-1/seq-1/,2,0.08,0.011,0,chronam
"and others fell upon the rocky places, where they had not much earth: and straightway they sprang up, because they had no deepness of earth:",much upon upon much others much upon much others much upon others upon,,,Matthew 13:5 (ASV),sn87078000/1897-04-15/ed-1/seq-1/,2,0.098,0.012,0.004,chronam
"And now behold, I say unto you that if it had been possible for Adam to have partaken of the fruit of the tree of life at that time, there would have been no death, and the word would have been void, making God a liar, for he said: If thou eat thou shalt surely die.",say now possible life time now time time say life life say life say said say time time now said time say now said time said time say said life said said now say said said time say possible time now now now life said now death death time time say time time eat,,,Alma 12:23,sn85033295/1902-06-28/ed-1/seq-3/,2,0.046,0.005,0,chronam
"And he said to him: I will be with thee: and this thou shalt have for a sign, that I have sent thee: When thou shalt have brought my people out of Egypt, thou shalt offer sacrifice to God upon this mountain.",thee thee thou thou thee thou shalt thee said thou thee people upon said said said sign said upon people people people sign thee said said said said said said said said,,,Exodus 3:12 (Douay-Rheims),sn85027003/1860-02-16/ed-1/seq-4/,2,0.046,0.008,0,chronam
"Now Samuel did not yet know the LORD, neither was the word of the LORD yet revealed unto him.",know yet now now now now know now know now now now yet now now know now now know now now know know neither now,,,1 Samuel 3:7 (KJV),sn99021999/1896-08-16/ed-1/seq-7/,2,0.148,0.017,0,chronam
"LORD, how long shall the wicked, How long shall the wicked exult?",long long shall long long,,,Psalm 94:3 (JPS 1917),sn84022835/1898-08-05/ed-1/seq-1/,2,0.206,0.028,0,chronam
"And the LORD magnified Solomon exceedingly in the sight of all Israel, and bestowed upon him such royal majesty as had not been on any king before him in Israel.",upon,,,1 Chronicles 29:25 (JPS 1917),sn83030431/1918-10-27/ed-1/seq-48/,2,0.072,0.01,0,chronam
"Upon the first day of the week let every one of you lay by him in store, as God hath prospered him, that there be no gatherings when I come.",one one come god god god let god one first first first god god god god one god god god god first day god first every first first first day week day let every hath prospered god let one god let first one first one one one every one every one upon every upon every one one one one come first one one one one one one one every week week every week week one one come one come come one one one one one one one one day one day day one one day one day day one one one one day day upon day day day one one day one one one day day first one one first day day week week week every one one first upon come upon every every first every one lay,,,1 Corinthians 16:2 (KJV),sn87052143/1879-02-22/ed-1/seq-4/,2,0.118,0.012,0,chronam
"But as to the people that were in the land of Ammonihah, they yet remained a hard-hearted and a stiffnecked people; and they repented not of their sins, ascribing all the power of Alma and Amulek to the devil; for they were of the profession of Nehor, and did not believe in the repentance of their sins.",land land yet people people power power believe people believe believe yet people yet yet people power,,,Alma 15:15,sn82014296/1866-07-16/ed-1/seq-4/,2,0.059,0.007,0,chronam
"After many days thou shalt be mustered for service, in the latter years thou shalt come against the land that is brought back from the sword, that is gathered out of many peoples, against the mountains of Israel, which have been a continual waste; but it is brought forth out of the peoples, and they dwell safely all of them.",service come thou years years days years come years many back land land days years land land come safely many years days many years days thou come years years years brought come land land land,,,Ezekiel 38:8 (JPS 1917),sn85033995/1873-09-20/ed-1/seq-3/,2,0.037,0.005,0,chronam
"Our fathers have sinned, and are not; And we have borne their iniquities.",,,,Lamentations 5:7 (JPS 1917),sn83016348/1877-02-17/ed-1/seq-1/,2,0.277,0.033,0,chronam
And he said to the Lord: Why hast thou afflicted thy servant? wherefore do I not find favour before thee? and why hast thou laid the weight of all this people upon me ?,people people said find upon upon upon people find said said find upon lord said lord upon laid laid said hast thou thou hast said said lord thy thee upon upon thou,,,Numbers 11:11 (Douay-Rheims),sn84023963/1909-02-05/ed-1/seq-6/,2,0.062,0.009,0.032,chronam
"And ye have seen their abominations, and their idols, wood and stone, silver and gold, which were among them:)",among among among among among among among among ye gold silver gold silver gold among,,,Deuteronomy 29:17 (KJV),sn85038180/1888-07-19/ed-1/seq-2/,2,0.155,0.019,0,chronam
