reference,verse,url,match,likely,most_unusual_phrase,token_count,proportion,tfidf,tf,position_range,position_sd,page,runs_pval
Acts 16:28 (KJV),"But Paul cried with a loud voice, saying, Do thyself no harm: for we are all here.",http://chroniclingamerica.loc.gov/lccn/sn84025841/1896-11-21/ed-1/seq-4/#words=paul+cried+loud+voice+saying+thyself+harm+we+all+here,,yes,no harm we,5,0.238095238095238,2.2980667200527,0.238095238095238,15,6.71317113342619,sn84025841/1896-11-21/ed-1/seq-4/,0
Mark 10:45 (KJV),"For even the Son of man came not to be ministered unto, but to minister, and to give his life a ransom for many.",http://chroniclingamerica.loc.gov/lccn/sn84026788/1891-11-24/ed-1/seq-1/#words=even+son+man+came+ministered+unto+minister+give+life+ransom+many,,yes,came not ministered unto minister,6,0.222222222222222,2.05475891469182,0.222222222222222,6,2.16024689946929,sn84026788/1891-11-24/ed-1/seq-1/,0
John 5:3 (KJV),"In these lay a great multitude of impotent folk, of blind, halt, withered, waiting for the moving of the water.",http://chroniclingamerica.loc.gov/lccn/sn89058370/1899-09-16/ed-1/seq-3/#words=lay+great+multitude+impotent+folk+blind+halt+withered+waiting+moving+water,,yes,halt withered waiting moving water,9,0.375,3.619455084083,0.375,9,2.93446947694317,sn89058370/1899-09-16/ed-1/seq-3/,0
Isaiah 40:31 (KJV),"But they that wait upon the LORD shall renew their strength; they shall mount up with wings as eagles; they shall run, and not be weary; and they shall walk, and not faint.",http://chroniclingamerica.loc.gov/lccn/sn84026688/1903-01-29/ed-1/seq-1/#words=wait+upon+lord+shall+renew+strength+shall+mount+up+wings+eagles+shall+run+weary+shall+walk+faint,,yes,up wings eagles shall,22,0.458333333333333,4.3733541000879,0.458333333333333,48,11.4264067213963,sn84026688/1903-01-29/ed-1/seq-1/,0
Matthew 3:3 (KJV),"For this is he that was spoken of by the prophet Esaias, saying, The voice of one crying in the wilderness, Prepare ye the way of the Lord, make his paths straight.",http://chroniclingamerica.loc.gov/lccn/sn84024720/1907-03-15/ed-1/seq-2/#words=spoken+prophet+esaias+saying+voice+one+crying+wilderness+prepare+ye+way+lord+make+paths+straight,,possibly,voice one crying wilderness,3,0.0857142857142857,0.748764813629758,0.0857142857142857,3,1.52752523165195,sn84024720/1907-03-15/ed-1/seq-2/,0
John 1:12 (KJV),"But as many as received him, to them gave he power to become the sons of God, even to them that believe on his name:",http://chroniclingamerica.loc.gov/lccn/sn86061215/1912-06-01/ed-1/seq-4/#words=many+received+gave+power+become+sons+god+even+believe+name,,yes,even them believe,7,0.233333333333333,2.25210538565165,0.233333333333333,2298,863.481132779788,sn86061215/1912-06-01/ed-1/seq-4/,3.39150600064538e-222
Numbers 9:6 (KJV),"And there were certain men, who were defiled by the dead body of a man, that they could not keep the passover on that day: and they came before Moses and before Aaron on that day:",http://chroniclingamerica.loc.gov/lccn/sn85038115/1885-02-03/ed-1/seq-1/#words=were+certain+men+were+defiled+dead+body+man+could+keep+passover+day+came+before+moses+before+aaron+day,,no,could not keep,1,0.0196078431372549,0.18130225717869,0.0196078431372549,NA,NA,sn85038115/1885-02-03/ed-1/seq-1/,0.990852950575424
John 11:6 (KJV),"When he had heard therefore that he was sick, he abode two days still in the same place where he was.",http://chroniclingamerica.loc.gov/lccn/sn84020019/1847-02-19/ed-1/seq-4/#words=when+had+heard+therefore+sick+abode+two+days+still+same+place+where,,no,same place where,1,0.0217391304347826,0.419646966270493,0.0434782608695652,NA,NA,sn84020019/1847-02-19/ed-1/seq-4/,0.990103713778385
1 Kings 19:12 (KJV),And after the earthquake a fire; but the LORD was not in the fire: and after the fire a still small voice.,http://chroniclingamerica.loc.gov/lccn/2010218519/1914-03-28/ed-1/seq-1/#words=after+earthquake+fire+lord+fire+after+fire+still+small+voice,,yes,still small voice,25,1,10.0540419002306,1.04166666666667,126,23.7609623823054,2010218519/1914-03-28/ed-1/seq-1/,0
Numbers 6:7 (KJV),"He shall not make himself unclean for his father, or for his mother, for his brother, or for his sister, when they die: because the consecration of his God is upon his head.",http://chroniclingamerica.loc.gov/lccn/sn85034248/1904-11-19/ed-1/seq-1/#words=shall+make+himself+unclean+father+mother+brother+sister+when+die+because+consecration+god+upon+head,,possibly,mother brother sister,3,0.0789473684210526,0.761990544017474,0.0789473684210526,3,1.52752523165195,sn85034248/1904-11-19/ed-1/seq-1/,4.17106989483926e-253
Matthew 22:37 (KJV),"Jesus said unto him, Thou shalt love the Lord thy God with all thy heart, and with all thy soul, and with all thy mind.",http://chroniclingamerica.loc.gov/lccn/sn83035565/1913-12-25/ed-1/seq-8/#words=jesus+said+unto+thou+shalt+love+lord+thy+god+all+thy+heart+all+thy+soul+all+thy+mind,,yes,heart all thy soul all,26,0.838709677419354,7.30208337016579,0.838709677419354,36,10.5843175395383,sn83035565/1913-12-25/ed-1/seq-8/,0
Hebrews 1:1 (KJV),"God, who at sundry times and in divers manners spake in time past unto the fathers by the prophets,",http://chroniclingamerica.loc.gov/lccn/sn86053370/1864-06-22/ed-1/seq-4/#words=god+sundry+times+divers+manners+spake+time+past+unto+fathers+prophets,,yes,god who sundry times,12,0.444444444444444,4.28972454409837,0.444444444444444,30,11.060440015358,sn86053370/1864-06-22/ed-1/seq-4/,0
Esther 2:6 (KJV),"Who had been carried away from Jerusalem with the captivity which had been carried away with Jeconiah king of Judah, whom Nebuchadnezzar the king of Babylon had carried away.",http://chroniclingamerica.loc.gov/lccn/sn98069146/1901-12-27/ed-1/seq-2/#words=had+been+carried+away+jerusalem+captivity+had+been+carried+away+jeconiah+king+judah+whom+nebuchadnezzar+king+babylon+had+carried+away,,no,which had been,1,0.0208333333333333,0.178193081990692,0.0208333333333333,NA,NA,sn98069146/1901-12-27/ed-1/seq-2/,0.991292465065058
Isaiah 33:21 (KJV),"But there the glorious LORD will be unto us a place of broad rivers and streams; wherein shall go no galley with oars, neither shall gallant ship pass thereby.",http://chroniclingamerica.loc.gov/lccn/sn84026897/1869-11-03/ed-1/seq-8/#words=glorious+lord+unto+us+place+broad+rivers+streams+wherein+shall+go+galley+oars+neither+shall+gallant+ship+pass+thereby,,no,shall go no,1,0.00980392156862745,0.18130225717869,0.0196078431372549,NA,NA,sn84026897/1869-11-03/ed-1/seq-8/,0.990828509182117
Judges 19:17 (KJV),"And when he had lifted up his eyes, he saw a wayfaring man in the street of the city: and the old man said, Whither goest thou? and whence comest thou?",http://chroniclingamerica.loc.gov/lccn/sn95069778/1897-10-28/ed-1/seq-7/#words=when+had+lifted+up+eyes+saw+wayfaring+man+street+city+old+man+said+whither+goest+thou+whence+comest+thou,,no,old man said,1,0.0227272727272727,0.210145798093481,0.0227272727272727,NA,NA,sn95069778/1897-10-28/ed-1/seq-7/,0.987746344437107
Matthew 25:21 (KJV),"His lord said unto him, Well done, thou good and faithful servant: thou hast been faithful over a few things, I will make thee ruler over many things: enter thou into the joy of thy lord.",http://chroniclingamerica.loc.gov/lccn/sn97067613/1889-02-14/ed-1/seq-2/#words=lord+said+unto+well+done+thou+good+faithful+servant+thou+hast+been+faithful+over+few+things+i+make+thee+ruler+over+many+things+enter+thou+joy+thy+lord,,yes,things make thee,27,0.373239436619718,3.50094392065332,0.380281690140845,48,10.1509115497578,sn97067613/1889-02-14/ed-1/seq-2/,0
Luke 15:22 (KJV),"But the father said to his servants, Bring forth the best robe, and put it on him; and put a ring on his hand, and shoes on his feet:",http://chroniclingamerica.loc.gov/lccn/sn84026688/1903-02-05/ed-1/seq-1/#words=father+said+servants+bring+forth+best+robe+put+put+ring+hand+shoes+feet,,yes,ring hand shoes feet,18,0.545454545454545,5.26466194048436,0.545454545454545,5121,1955.85775526328,sn84026688/1903-02-05/ed-1/seq-1/,0
Joshua 18:2 (KJV),"And there remained among the children of Israel seven tribes, which had not yet received their inheritance.",http://chroniclingamerica.loc.gov/lccn/sn82003410/1846-12-01/ed-1/seq-2/#words=remained+among+children+israel+seven+tribes+had+yet+received+inheritance,,possibly,had not yet received,3,0.113636363636364,1.29773525293436,0.136363636363636,3,1.52752523165195,sn82003410/1846-12-01/ed-1/seq-2/,0
Deuteronomy 1:26 (KJV),"Notwithstanding ye would not go up, but rebelled against the commandment of the LORD your God:",http://chroniclingamerica.loc.gov/lccn/sn84036012/1895-05-02/ed-1/seq-7/#words=notwithstanding+ye+would+go+up+rebelled+against+commandment+lord+your+god,,no,would not go,1,0.0416666666666667,0.373280543485891,0.0416666666666667,NA,NA,sn84036012/1895-05-02/ed-1/seq-7/,0.988498892840366
Genesis 2:19 (KJV),"And out of the ground the LORD God formed every beast of the field, and every fowl of the air; and brought them unto Adam to see what he would call them: and whatsoever Adam called every living creature, that was the name thereof.",http://chroniclingamerica.loc.gov/lccn/sn88064176/1899-02-04/ed-1/seq-2/#words=out+ground+lord+god+formed+every+beast+field+every+fowl+air+brought+unto+adam+see+what+would+call+whatsoever+adam+called+every+living+creature+name+thereof,,no,would call them,1,0.0144927536231884,0.139882322090164,0.0144927536231884,NA,NA,sn88064176/1899-02-04/ed-1/seq-2/,0.989159550721058
1 Chronicles 23:27 (KJV),For by the last words of David the Levites were numbered from twenty years old and above:,http://chroniclingamerica.loc.gov/lccn/sn90061308/1917-08-10/ed-1/seq-5/#words=last+words+david+levites+were+numbered+twenty+years+old+above,,possibly,years old above,1,0.0555555555555556,0.485310527352621,0.0555555555555556,NA,NA,sn90061308/1917-08-10/ed-1/seq-5/,0.987102904458831
Luke 22:23 (KJV),"And they began to inquire among themselves, which of them it was that should do this thing.",http://chroniclingamerica.loc.gov/lccn/sn83030272/1899-09-11/ed-1/seq-9/#words=began+inquire+among+themselves+should+thing,,possibly,which them should,1,0.0666666666666667,0.597248869577426,0.0666666666666667,NA,NA,sn83030272/1899-09-11/ed-1/seq-9/,0.993163430675475
Revelation 21:4 (KJV),"And God shall wipe away all tears from their eyes; and there shall be no more death, neither sorrow, nor crying, neither shall there be any more pain: for the former things are passed away.",http://chroniclingamerica.loc.gov/lccn/sn88064537/1892-01-09/ed-1/seq-3/#words=god+shall+wipe+away+all+tears+eyes+shall+more+death+neither+sorrow+nor+crying+neither+shall+any+more+pain+former+things+passed+away,,yes,sorrow nor crying,36,0.59016393442623,5.66295676281029,0.59016393442623,60,18.4860951605718,sn88064537/1892-01-09/ed-1/seq-3/,0
Psalm 34:8 (KJV),O taste and see that the LORD is good: blessed is the man that trusteth in him.,http://chroniclingamerica.loc.gov/lccn/sn83032231/1888-04-07/ed-1/seq-4/#words=o+taste+see+lord+good+blessed+man+trusteth,,possibly,see lord good,1,0.0555555555555556,0.536215568012296,0.0555555555555556,NA,NA,sn83032231/1888-04-07/ed-1/seq-4/,0.989524466469019
2 Kings 17:14 (KJV),"Notwithstanding they would not hear, but hardened their necks, like to the neck of their fathers, that did not believe in the LORD their God.",http://chroniclingamerica.loc.gov/lccn/sn86072143/1876-12-01/ed-1/seq-1/#words=notwithstanding+would+hear+hardened+necks+like+neck+fathers+did+believe+lord+god,,no,did not believe,3,0.01875,0.818961514907548,0.09375,1683,867.836966255759,sn86072143/1876-12-01/ed-1/seq-1/,0.984656801754704
Proverbs 8:24 (KJV),"When there were no depths, I was brought forth; when there were no fountains abounding with water.",http://chroniclingamerica.loc.gov/lccn/sn85025620/1888-09-27/ed-1/seq-3/#words=when+were+depths+i+brought+forth+when+were+fountains+abounding+water,,possibly,when were no,2,0.0740740740740741,0.714954090683062,0.0740740740740741,0,NA,sn85025620/1888-09-27/ed-1/seq-3/,0.991966066988307
Luke 16:11 (KJV),"If therefore ye have not been faithful in the unrighteous mammon, who will commit to your trust the true riches?",http://chroniclingamerica.loc.gov/lccn/sn86086632/1898-07-21/ed-1/seq-6/#words=therefore+ye+been+faithful+unrighteous+mammon+commit+your+trust+true+riches,,no,have not been,1,0.0285714285714286,0.244379083872949,0.0285714285714286,NA,NA,sn86086632/1898-07-21/ed-1/seq-6/,0.990027481743923
Jeremiah 33:25 (KJV),"Thus saith the LORD; If my covenant be not with day and night, and if I have not appointed the ordinances of heaven and earth;",http://chroniclingamerica.loc.gov/lccn/sn84026688/1916-07-20/ed-1/seq-4/#words=thus+saith+lord+my+covenant+day+night+i+appointed+ordinances+heaven+earth,,no,if have not,1,0.0285714285714286,0.275768006406324,0.0285714285714286,NA,NA,sn84026688/1916-07-20/ed-1/seq-4/,0.988643099577726
Matthew 20:27 (KJV),"And whosoever will be chief among you, let him be your servant:",http://chroniclingamerica.loc.gov/lccn/sn84027621/1902-05-19/ed-1/seq-1/#words=whosoever+chief+among+you+let+your+servant,,yes,let him your,9,0.727272727272727,7.73410568625127,0.818181818181818,21,5.79750904364203,sn84027621/1902-05-19/ed-1/seq-1/,0
Jeremiah 20:16 (KJV),"And let that man be as the cities which the LORD overthrew, and repented not: and let him hear the cry in the morning, and the shouting at noontide;",http://chroniclingamerica.loc.gov/lccn/sn86054033/1898-12-29/ed-1/seq-1/#words=let+man+cities+lord+overthrew+repented+let+hear+cry+morning+shouting+noontide,,no,not let him,1,0.0285714285714286,0.249588271209919,0.0285714285714286,NA,NA,sn86054033/1898-12-29/ed-1/seq-1/,0.991659844521467
Proverbs 1:14 (KJV),Cast in thy lot among us; let us all have one purse:,http://chroniclingamerica.loc.gov/lccn/sn84024518/1852-12-15/ed-1/seq-2/#words=cast+thy+lot+among+us+let+us+all+one+purse,,possibly,us let us,2,0.0833333333333333,0.766144571523688,0.0833333333333333,5763,4075.05637997807,sn84024518/1852-12-15/ed-1/seq-2/,0.986029053808006
Judges 16:17 (KJV),"That he told her all his heart, and said unto her. There hath not come a rasor upon mine head; for I have been a Nazarite unto God from my mother's womb: if I be shaven, then my strength will go from me, and I shall become weak, and be like any other man.",http://chroniclingamerica.loc.gov/lccn/sn85025431/1898-02-16/ed-1/seq-6/#words=told+all+heart+said+unto+hath+come+rasor+upon+mine+head+i+been+nazarite+unto+god+my+mother's+womb+i+shaven+my+strength+go+me+i+shall+become+weak+like+any+other+man,,no,like any other,1,0.0114942528735632,0.110941152002544,0.0114942528735632,NA,NA,sn85025431/1898-02-16/ed-1/seq-6/,0.989088317070996
Galatians 4:7 (KJV),"Wherefore thou art no more a servant, but a son; and if a son, then an heir of God through Christ.",http://chroniclingamerica.loc.gov/lccn/sn83045217/1921-12-19/ed-1/seq-7/#words=wherefore+thou+art+more+servant+son+son+heir+god+through+christ,,yes,god through christ,34,0.999999999999999,9.91978780022149,1.03030303030303,1548,262.905025788155,sn83045217/1921-12-19/ed-1/seq-7/,0
1 Corinthians 1:28 (KJV),"And base things of the world, and things which are despised, hath God chosen, yea, and things which are not, to bring to nought things that are:",http://chroniclingamerica.loc.gov/lccn/sn83016925/1887-07-06/ed-1/seq-4/#words=base+things+world+things+despised+hath+god+chosen+yea+things+bring+nought+things,,yes,chosen yea things which not,27,0.692307692307693,6.6585762903103,0.692307692307693,27,8.00231448001371,sn83016925/1887-07-06/ed-1/seq-4/,0
Exodus 10:27 (KJV),"But the LORD hardened Pharaoh's heart, and he would not let them go.",http://chroniclingamerica.loc.gov/lccn/sn88061071/1890-03-06/ed-1/seq-3/#words=lord+hardened+pharaoh's+heart+would+let+go,,possibly,would not let,1,0.0588235294117647,0.503133407973719,0.0588235294117647,NA,NA,sn88061071/1890-03-06/ed-1/seq-3/,0.988462879265327
Acts 14:16 (KJV),Who in times past suffered all nations to walk in their own ways.,http://chroniclingamerica.loc.gov/lccn/sn84020104/1853-09-29/ed-1/seq-2/#words=times+past+suffered+all+nations+walk+own+ways,,possibly,who times past,1,0.0555555555555556,0.536215568012296,0.0555555555555556,NA,NA,sn84020104/1853-09-29/ed-1/seq-2/,0.991646828660121
Isaiah 1:6 (KJV),"From the sole of the foot even unto the head there is no soundness in it; but wounds, and bruises, and putrifying sores: they have not been closed, neither bound up, neither mollified with ointment.",http://chroniclingamerica.loc.gov/lccn/sn85038088/1882-06-15/ed-1/seq-1/#words=sole+foot+even+unto+head+soundness+wounds+bruises+putrifying+sores+been+closed+neither+bound+up+neither+mollified+ointment,,no,have not been,1,0.00925925925925926,0.158393850658393,0.0185185185185185,NA,NA,sn85038088/1882-06-15/ed-1/seq-1/,0.991824341017577
