reference,verse,url,match,likely,most_unusual_phrase,token_count,proportion,tfidf,page
2 Kings 24:9 (KJV),"And he did that which was evil in the sight of the LORD, according to all that his father had done.",http://chroniclingamerica.loc.gov/lccn/sn85052141/1874-07-04/ed-1/seq-1/#words=did+evil+sight+lord+according+all+father+had+done,FALSE,possibly,father had done,1,0.0909090909,0.7775698123,sn85052141/1874-07-04/ed-1/seq-1/
Luke 3:13 (KJV),"And he said unto them, Exact no more than that which is appointed you.",http://chroniclingamerica.loc.gov/lccn/sn85033386/1873-06-27/ed-1/seq-1/#words=said+unto+exact+more+than+appointed+you,FALSE,possibly,no more than,1,0.0588235294,0.5439067715,sn85033386/1873-06-27/ed-1/seq-1/
2 Timothy 2:15 (KJV),"Study to shew thyself approved unto God, a workman that needeth not to be ashamed, rightly dividing the word of truth.",http://chroniclingamerica.loc.gov/lccn/sn83035565/1913-01-16/ed-1/seq-4/#words=study+shew+thyself+approved+unto+god+workman+needeth+ashamed+rightly+dividing+word+truth,TRUE,yes,thyself approved unto god,21,0.5454545455,6.142105597,sn83035565/1913-01-16/ed-1/seq-4/
Isaiah 49:21 (KJV),"Then shalt thou say in thine heart, Who hath begotten me these, seeing I have lost my children, and am desolate, a captive, and removing to and fro? and who hath brought up these? Behold, I was left alone; these, where had they been?",http://chroniclingamerica.loc.gov/lccn/sn84026925/1892-02-17/ed-1/seq-1/#words=shalt+thou+say+thine+heart+hath+begotten+me+seeing+i+lost+my+children+am+desolate+captive+removing+fro+hath+brought+up+behold+i+left+alone+where+had+been,FALSE,no,where had been,1,0.0033783784,0.1249515556,sn84026925/1892-02-17/ed-1/seq-1/
Judges 7:6 (KJV),"And the number of them that lapped, putting their hand to their mouth, were three hundred men: but all the rest of the people bowed down upon their knees to drink water.",http://chroniclingamerica.loc.gov/lccn/sn84026707/1866-08-02/ed-1/seq-1/#words=number+lapped+putting+hand+mouth+were+three+hundred+men+all+rest+people+bowed+down+upon+knees+drink+water,FALSE,possibly,three men all,3,0.0666666667,0.6434586816,sn84026707/1866-08-02/ed-1/seq-1/
Exodus 32:8 (KJV),"They have turned aside quickly out of the way which I commanded them: they have made them a molten calf, and have worshipped it, and have sacrificed thereunto, and said, These be thy gods, O Israel, which have brought thee up out of the land of Egypt.",http://chroniclingamerica.loc.gov/lccn/sn83045784/1863-08-20/ed-1/seq-4/#words=turned+aside+quickly+out+way+i+commanded+made+molten+calf+worshipped+sacrificed+thereunto+said+thy+gods+o+israel+brought+thee+up+out+land+egypt,FALSE,no,which have brought,1,0.0128205128,0.1148555518,sn83045784/1863-08-20/ed-1/seq-4/
Isaiah 66:2 (KJV),"For all those things hath mine hand made, and those things have been, saith the LORD: but to this man will I look, even to him that is poor and of a contrite spirit, and trembleth at my word.",http://chroniclingamerica.loc.gov/lccn/sn83025010/1900-04-05/ed-1/seq-2/#words=all+those+things+hath+mine+hand+made+those+things+been+saith+lord+man+i+look+even+poor+contrite+spirit+trembleth+my+word,FALSE,possibly,those things have,3,0.0526315789,0.5008802731,sn83025010/1900-04-05/ed-1/seq-2/
Luke 12:27 (KJV),"Consider the lilies how they grow: they toil not, they spin not; and yet I say unto you, that Solomon in all his glory was not arrayed like one of these.",http://chroniclingamerica.loc.gov/lccn/sn85033964/1874-08-13/ed-1/seq-4/#words=consider+lilies+how+grow+toil+spin+yet+i+say+unto+you+solomon+all+glory+arrayed+like+one,TRUE,yes,solomon all glory not,12,0.2142857143,2.64183289,sn85033964/1874-08-13/ed-1/seq-4/
Acts 27:29 (KJV),"Then fearing lest we should have fallen upon rocks, they cast four anchors out of the stern, and wished for the day.",http://chroniclingamerica.loc.gov/lccn/sn88064460/1896-11-14/ed-1/seq-6/#words=fearing+lest+we+should+fallen+upon+rocks+cast+four+anchors+out+stern+wished+day,FALSE,no,we should have,1,0.0277777778,0.2568448643,sn88064460/1896-11-14/ed-1/seq-6/
Revelation 10:10 (KJV),"And I took the little book out of the angel's hand, and ate it up; and it was in my mouth sweet as honey: and as soon as I had eaten it, my belly was bitter.",http://chroniclingamerica.loc.gov/lccn/sn97067613/1889-02-07/ed-1/seq-4/#words=i+took+little+book+out+angel's+hand+ate+up+my+mouth+sweet+honey+soon+i+had+eaten+my+belly+bitter,TRUE,yes,had eaten belly,9,0.2307692308,2.227356975,sn97067613/1889-02-07/ed-1/seq-4/
Exodus 20:8 (KJV),"Remember the sabbath day, to keep it holy.",http://chroniclingamerica.loc.gov/lccn/sn85026241/1894-03-08/ed-1/seq-4/#words=remember+sabbath+day+keep+holy,TRUE,yes,sabbath day keep holy,3,0.5,4.825940112,sn85026241/1894-03-08/ed-1/seq-4/
1 Kings 19:20 (KJV),"And he left the oxen, and ran after Elijah, and said, Let me, I pray thee, kiss my father and my mother, and then I will follow thee. And he said unto him, Go back again: for what have I done to thee?",http://chroniclingamerica.loc.gov/lccn/sn85038102/1912-11-01/ed-1/seq-3/#words=left+oxen+ran+after+elijah+said+let+me+i+pray+thee+kiss+my+father+my+mother+i+follow+thee+said+unto+go+back+again+what+i+done+thee,FALSE,no,go back again,1,0.0166666667,0.1608646704,sn85038102/1912-11-01/ed-1/seq-3/
Genesis 15:9 (KJV),"And he said unto him, Take me an heifer of three years old, and a she goat of three years old, and a ram of three years old, and a turtledove, and a young pigeon.",http://chroniclingamerica.loc.gov/lccn/sn84026688/1903-01-29/ed-1/seq-1/#words=said+unto+take+me+heifer+three+years+old+goat+three+years+old+ram+three+years+old+turtledove+young+pigeon,TRUE,yes,him take me heifer,53,0.6666666667,11.30615696,sn84026688/1903-01-29/ed-1/seq-1/
James 1:7 (KJV),For let not that man think that he shall receive any thing of the Lord.,http://chroniclingamerica.loc.gov/lccn/sn85038158/1877-02-01/ed-1/seq-2/#words=let+man+think+shall+receive+any+thing+lord,FALSE,possibly,not man think,1,0.0555555556,0.536215568,sn85038158/1877-02-01/ed-1/seq-2/
Deuteronomy 13:5 (KJV),"And that prophet, or that dreamer of dreams, shall be put to death; because he hath spoken to turn you away from the LORD your God, which brought you out of the land of Egypt, and redeemed you out of the house of bondage, to thrust thee out of the way which the LORD thy God commanded thee to walk in. So shalt thou put the evil away from the midst of thee.",http://chroniclingamerica.loc.gov/lccn/sn84025890/1883-03-03/ed-1/seq-2/#words=prophet+dreamer+dreams+shall+put+death+because+hath+spoken+turn+you+away+lord+your+god+brought+you+out+land+egypt+redeemed+you+out+house+bondage+thrust+thee+out+way+lord+thy+god+commanded+thee+walk+so+shalt+thou+put+evil+away+midst+thee,FALSE,no,out house bondage,1,0.0097087379,0.0848115485,sn84025890/1883-03-03/ed-1/seq-2/
Matthew 21:17 (KJV),"And he left them, and went out of the city into Bethany; and he lodged there.",http://chroniclingamerica.loc.gov/lccn/sn82014681/1883-01-20/ed-1/seq-3/#words=left+went+out+city+bethany+lodged,FALSE,possibly,them went out,1,0.0909090909,0.8405831924,sn82014681/1883-01-20/ed-1/seq-3/
Galatians 3:27 (KJV),For as many of you as have been baptized into Christ have put on Christ.,http://chroniclingamerica.loc.gov/lccn/sn85049554/1903-06-18/ed-1/seq-3/#words=many+you+been+baptized+christ+put+christ,FALSE,possibly,many have been,1,0.0666666667,0.6434586816,sn85049554/1903-06-18/ed-1/seq-3/
Luke 13:30 (KJV),"And, behold, there are last which shall be first, and there are first which shall be last.",http://chroniclingamerica.loc.gov/lccn/sn88064176/1899-12-30/ed-1/seq-2/#words=behold+last+shall+first+first+shall+last,FALSE,possibly,which shall first,1,0.0555555556,0.536215568,sn88064176/1899-12-30/ed-1/seq-2/
Exodus 20:3 (KJV),Thou shalt have no other gods before me.,http://chroniclingamerica.loc.gov/lccn/sn87065296/1839-09-21/ed-1/seq-1/#words=thou+shalt+other+gods+before+me,FALSE,possibly,have no other,1,0.0714285714,0.689420016,sn87065296/1839-09-21/ed-1/seq-1/
Proverbs 5:1 (KJV),"My son, attend unto my wisdom, and bow thine ear to my understanding:",http://chroniclingamerica.loc.gov/lccn/sn84024558/1867-05-23/ed-1/seq-1/#words=my+son+attend+unto+my+wisdom+bow+thine+ear+my+understanding,FALSE,possibly,bow thine ear,1,0.0666666667,0.6434586816,sn84024558/1867-05-23/ed-1/seq-1/
Exodus 34:10 (KJV),"And he said, Behold, I make a covenant: before all thy people I will do marvels, such as have not been done in all the earth, nor in any nation: and all the people among which thou art shall see the work of the LORD: for it is a terrible thing that I will do with thee.",http://chroniclingamerica.loc.gov/lccn/sn84026897/1843-06-21/ed-1/seq-2/#words=said+behold+i+make+covenant+before+all+thy+people+i+marvels+been+done+all+earth+nor+any+nation+all+people+among+thou+art+shall+see+work+lord+terrible+thing+i+thee,FALSE,no,have not been,1,0.0057471264,0.0983134245,sn84026897/1843-06-21/ed-1/seq-2/
Matthew 25:23 (KJV),"His lord said unto him, Well done, good and faithful servant; thou hast been faithful over a few things, I will make thee ruler over many things: enter thou into the joy of thy lord.",http://chroniclingamerica.loc.gov/lccn/sn85033637/1878-11-26/ed-1/seq-1/#words=lord+said+unto+well+done+good+faithful+servant+thou+hast+been+faithful+over+few+things+i+make+thee+ruler+over+many+things+enter+thou+joy+thy+lord,TRUE,yes,faithful servant thou hast been,47,0.6691176471,6.403195378,sn85033637/1878-11-26/ed-1/seq-1/
Psalm 107:3 (KJV),"And gathered them out of the lands, from the east, and from the west, from the north, and from the south.",http://chroniclingamerica.loc.gov/lccn/sn91068402/1911-01-05/ed-1/seq-4/#words=gathered+out+lands+east+west+north+south,FALSE,yes,east west north south,3,0.2,1.791746609,sn91068402/1911-01-05/ed-1/seq-4/
1 Thessalonians 4:6 (KJV),"That no man go beyond and defraud his brother in any matter: because that the Lord is the avenger of all such, as we also have forewarned you and testified.",http://chroniclingamerica.loc.gov/lccn/sn88064069/1922-04-06/ed-1/seq-1/#words=man+go+beyond+defraud+brother+any+matter+because+lord+avenger+all+we+also+forewarned+you+testified,FALSE,no,we also have,1,0.0222222222,0.2144862272,sn88064069/1922-04-06/ed-1/seq-1/
Hebrews 2:6 (KJV),"But one in a certain place testified, saying, What is man, that thou art mindful of him? or the son of man, that thou visitest him?",http://chroniclingamerica.loc.gov/lccn/sn85038102/1907-04-05/ed-1/seq-8/#words=one+certain+place+testified+saying+what+man+thou+art+mindful+son+man+thou+visitest,FALSE,no,man thou art,1,0.0277777778,0.2488536957,sn85038102/1907-04-05/ed-1/seq-8/
Luke 11:36 (KJV),"If thy whole body therefore be full of light, having no part dark, the whole shall be full of light, as when the bright shining of a candle doth give thee light.",http://chroniclingamerica.loc.gov/lccn/sn85053167/1897-02-03/ed-1/seq-4/#words=thy+whole+body+therefore+full+light+having+part+dark+whole+shall+full+light+when+bright+shining+candle+doth+give+thee+light,FALSE,no,full light when,1,0.0169491525,0.1567189003,sn85053167/1897-02-03/ed-1/seq-4/
Job 30:4 (KJV),"Who cut up mallows by the bushes, and juniper roots for their meat.",http://chroniclingamerica.loc.gov/lccn/sn86063758/1909-02-26/ed-1/seq-5/#words=cut+up+mallows+bushes+juniper+roots+meat,FALSE,possibly,who cut up,1,0.0666666667,0.6434586816,sn86063758/1909-02-26/ed-1/seq-5/
Mark 2:17 (KJV),"When Jesus heard it, he saith unto them, They that are whole have no need of the physician, but they that are sick: I came not to call the righteous, but sinners to repentance.",http://chroniclingamerica.loc.gov/lccn/sn83032195/1874-02-04/ed-1/seq-1/#words=when+jesus+heard+saith+unto+whole+need+physician+sick+i+came+call+righteous+sinners+repentance,TRUE,yes,not call righteous,9,0.2142857143,1.960825948,sn83032195/1874-02-04/ed-1/seq-1/
Romans 7:16 (KJV),"If then I do that which I would not, I consent unto the law that it is good.",http://chroniclingamerica.loc.gov/lccn/sn82006687/1872-01-11/ed-1/seq-2/#words=i+i+would+i+consent+unto+law+good,FALSE,possibly,which would not,1,0.0555555556,0.4853105274,sn82006687/1872-01-11/ed-1/seq-2/
John 13:22 (KJV),"Then the disciples looked one on another, doubting of whom he spake.",http://chroniclingamerica.loc.gov/lccn/sn87052181/1875-07-22/ed-1/seq-6/#words=disciples+looked+one+another+doubting+whom+spake,FALSE,possibly,looked one another,1,0.0666666667,0.6164276744,sn87052181/1875-07-22/ed-1/seq-6/
2 Chronicles 14:14 (KJV),And they smote all the cities round about Gerar; for the fear of the LORD came upon them: and they spoiled all the cities; for there was exceeding much spoil in them.,http://chroniclingamerica.loc.gov/lccn/sn86072143/1870-07-15/ed-1/seq-2/#words=smote+all+cities+round+about+gerar+fear+lord+came+upon+spoiled+all+cities+exceeding+much+spoil,FALSE,no,all cities exceeding,1,0.0227272727,0.2193609142,sn86072143/1870-07-15/ed-1/seq-2/
Exodus 14:14 (KJV),"The LORD shall fight for you, and ye shall hold your peace.",http://chroniclingamerica.loc.gov/lccn/sn87060032/1916-05-19/ed-1/seq-1/#words=lord+shall+fight+you+ye+shall+hold+your+peace,FALSE,possibly,hold your peace,1,0.0666666667,0.5823726328,sn87060032/1916-05-19/ed-1/seq-1/
Psalm 147:13 (KJV),For he hath strengthened the bars of thy gates; he hath blessed thy children within thee.,http://chroniclingamerica.loc.gov/lccn/sn86061215/1912-11-30/ed-1/seq-8/#words=hath+strengthened+bars+thy+gates+hath+blessed+thy+children+within+thee,TRUE,yes,hath blessed thy children,10,0.4166666667,4.02161676,sn86061215/1912-11-30/ed-1/seq-8/
Leviticus 10:19 (KJV),"And Aaron said unto Moses, Behold, this day have they offered their sin offering and their burnt offering before the LORD; and such things have befallen me: and if I had eaten the sin offering to day, should it have been accepted in the sight of the LORD?",http://chroniclingamerica.loc.gov/lccn/sn85066387/1901-11-27/ed-1/seq-3/#words=aaron+said+unto+moses+behold+day+offered+sin+offering+burnt+offering+before+lord+things+befallen+me+i+had+eaten+sin+offering+day+should+been+accepted+sight+lord,FALSE,no,me if had,1,0.0126582278,0.122175699,sn85066387/1901-11-27/ed-1/seq-3/
Jeremiah 8:20 (KJV),"The harvest is past, the summer is ended, and we are not saved.",http://chroniclingamerica.loc.gov/lccn/sn84026497/1889-01-30/ed-1/seq-3/#words=harvest+past+summer+ended+we+saved,TRUE,yes,ended we not,12,1,9.651880224,sn84026497/1889-01-30/ed-1/seq-3/
2 Chronicles 33:10 (KJV),"And the LORD spake to Manasseh, and to his people: but they would not hearken.",http://chroniclingamerica.loc.gov/lccn/sn85032801/1898-10-27/ed-1/seq-10/#words=lord+spake+manasseh+people+would+hearken,FALSE,no,people would not,1,0.0454545455,0.8405831924,sn85032801/1898-10-27/ed-1/seq-10/
Psalm 110:7 (KJV),He shall drink of the brook in the way: therefore shall he lift up the head.,http://chroniclingamerica.loc.gov/lccn/sn84024558/1856-06-14/ed-1/seq-1/#words=shall+drink+brook+way+therefore+shall+lift+up+head,TRUE,possibly,drink brook way,1,0.0588235294,0.5677576602,sn84024558/1856-06-14/ed-1/seq-1/
Acts 21:14 (KJV),"And when he would not be persuaded, we ceased, saying, The will of the Lord be done.",http://chroniclingamerica.loc.gov/lccn/sn84029386/1911-07-06/ed-1/seq-6/#words=when+would+persuaded+we+ceased+saying+lord+done,FALSE,possibly,when would not,1,0.0555555556,0.536215568,sn84029386/1911-07-06/ed-1/seq-6/
2 John 1:4 (KJV),"I rejoiced greatly that I found of thy children walking in truth, as we have received a commandment from the Father.",http://chroniclingamerica.loc.gov/lccn/sn84023416/1892-04-29/ed-1/seq-2/#words=i+rejoiced+greatly+i+found+thy+children+walking+truth+we+received+commandment+father,FALSE,no,we have received,1,0.037037037,0.3167877013,sn84023416/1892-04-29/ed-1/seq-2/
Acts 19:7 (KJV),And all the men were about twelve.,http://chroniclingamerica.loc.gov/lccn/sn84022770/1899-03-31/ed-1/seq-4/#words=all+men+were+about+twelve,FALSE,yes,all men were,1,0.3333333333,2.911863164,sn84022770/1899-03-31/ed-1/seq-4/
Judges 16:13 (KJV),"And Delilah said unto Samson, Hitherto thou hast mocked me, and told me lies: tell me wherewith thou mightest be bound. And he said unto her, If thou weavest the seven locks of my head with the web.",http://chroniclingamerica.loc.gov/lccn/sn95067647/1908-08-20/ed-1/seq-4/#words=delilah+said+unto+samson+hitherto+thou+hast+mocked+me+told+me+lies+tell+me+wherewith+thou+mightest+bound+said+unto+thou+weavest+seven+locks+my+head+web,FALSE,no,me told me,1,0.0144927536,0.1340060162,sn95067647/1908-08-20/ed-1/seq-4/
1 Corinthians 7:17 (KJV),"But as God hath distributed to every man, as the Lord hath called every one, so let him walk. And so ordain I in all churches.",http://chroniclingamerica.loc.gov/lccn/sn89064939/1882-04-12/ed-1/seq-2/#words=god+hath+distributed+every+man+lord+hath+called+every+one+so+let+walk+so+ordain+i+all+churches,FALSE,no,every one so,1,0.0113636364,0.2193609142,sn89064939/1882-04-12/ed-1/seq-2/
Deuteronomy 1:32 (KJV),"Yet in this thing ye did not believe the LORD your God,",http://chroniclingamerica.loc.gov/lccn/sn85066387/1908-04-23/ed-1/seq-15/#words=yet+thing+ye+did+believe+lord+your+god,FALSE,possibly,did not believe,1,0.0625,0.5459743433,sn85066387/1908-04-23/ed-1/seq-15/
Exodus 39:12 (KJV),"And the third row, a ligure, an agate, and an amethyst.",http://chroniclingamerica.loc.gov/lccn/sn87008085/1911-05-25/ed-1/seq-7/#words=third+row+ligure+agate+amethyst,TRUE,possibly,ligure agate amethyst,1,0.1666666667,1.541069186,sn87008085/1911-05-25/ed-1/seq-7/
Acts 27:39 (KJV),"And when it was day, they knew not the land: but they discovered a certain creek with a shore, into the which they were minded, if it were possible, to thrust in the ship.",http://chroniclingamerica.loc.gov/lccn/sn84024738/1861-03-14/ed-1/seq-2/#words=when+day+knew+land+discovered+certain+creek+shore+were+minded+were+possible+thrust+ship,FALSE,no,if were possible,1,0.0119047619,0.2036492366,sn84024738/1861-03-14/ed-1/seq-2/
Genesis 31:6 (KJV),And ye know that with all my power I have served your father.,http://chroniclingamerica.loc.gov/lccn/sn84026925/1879-11-27/ed-1/seq-1/#words=ye+know+all+my+power+i+served+your+father,FALSE,possibly,all power have,1,0.0666666667,0.6434586816,sn84026925/1879-11-27/ed-1/seq-1/
1 Samuel 25:15 (KJV),"But the men were very good unto us, and we were not hurt, neither missed we any thing, as long as we were conversant with them, when we were in the fields:",http://chroniclingamerica.loc.gov/lccn/sn82014296/1869-04-28/ed-1/seq-4/#words=men+were+very+good+unto+us+we+were+hurt+neither+missed+we+any+thing+long+we+were+conversant+when+we+were+fields,FALSE,no,were very good,1,0.0163934426,0.1582275447,sn82014296/1869-04-28/ed-1/seq-4/
2 Kings 16:19 (KJV),"Now the rest of the acts of Ahaz which he did, are they not written in the book of the chronicles of the kings of Judah?",http://chroniclingamerica.loc.gov/lccn/sn86086633/1912-06-11/ed-1/seq-2/#words=now+rest+acts+ahaz+did+written+book+chronicles+kings+judah,FALSE,possibly,which did not,1,0.0714285714,0.6399095031,sn86086633/1912-06-11/ed-1/seq-2/
Proverbs 17:1 (KJV),"Better is a dry morsel, and quietness therewith, than an house full of sacrifices with strife.",http://chroniclingamerica.loc.gov/lccn/sn83032195/1874-01-28/ed-1/seq-2/#words=better+dry+morsel+quietness+therewith+than+house+full+sacrifices+strife,TRUE,possibly,therewith than house full,3,0.1428571429,1.378840032,sn83032195/1874-01-28/ed-1/seq-2/
2 Kings 4:18 (KJV),"And when the child was grown, it fell on a day, that he went out to his father to the reapers.",http://chroniclingamerica.loc.gov/lccn/sn86069456/1907-01-18/ed-1/seq-7/#words=when+child+grown+fell+day+went+out+father+reapers,FALSE,possibly,day went out,1,0.0555555556,0.5136897287,sn86069456/1907-01-18/ed-1/seq-7/
Mark 6:53 (KJV),"And when they had passed over, they came into the land of Gennesaret, and drew to the shore.",http://chroniclingamerica.loc.gov/lccn/sn83032011/1871-03-10/ed-1/seq-3/#words=when+had+passed+over+came+land+gennesaret+drew+shore,FALSE,possibly,when had passed,1,0.0555555556,0.4977073913,sn83032011/1871-03-10/ed-1/seq-3/
Mark 3:25 (KJV),"And if a house be divided against itself, that house cannot stand.",http://chroniclingamerica.loc.gov/lccn/sn85033781/1895-02-15/ed-1/seq-6/#words=house+divided+against+itself+house+cannot+stand,TRUE,yes,divided against itself,3,0.2,1.796049177,sn85033781/1895-02-15/ed-1/seq-6/
Genesis 23:8 (KJV),"And he communed with them, saying, If it be your mind that I should bury my dead out of my sight; hear me, and intreat for me to Ephron the son of Zohar,",http://chroniclingamerica.loc.gov/lccn/sn83035174/1869-08-11/ed-1/seq-4/#words=communed+saying+your+mind+i+should+bury+my+dead+out+my+sight+hear+me+intreat+me+ephron+son+zohar,FALSE,no,out sight hear,1,0.0222222222,0.2144862272,sn83035174/1869-08-11/ed-1/seq-4/
Romans 10:14 (KJV),How then shall they call on him in whom they have not believed? and how shall they believe in him of whom they have not heard? and how shall they hear without a preacher?,http://chroniclingamerica.loc.gov/lccn/sn84026925/1892-01-13/ed-1/seq-2/#words=how+shall+call+whom+believed+how+shall+believe+whom+heard+how+shall+hear+without+preacher,TRUE,yes,shall believe him whom,23,0.3035714286,3.924928939,sn84026925/1892-01-13/ed-1/seq-2/
Matthew 10:6 (KJV),But go rather to the lost sheep of the house of Israel.,http://chroniclingamerica.loc.gov/lccn/sn83032041/1874-05-08/ed-1/seq-3/#words=go+rather+lost+sheep+house+israel,TRUE,yes,sheep house israel,3,0.3333333333,3.082138372,sn83032041/1874-05-08/ed-1/seq-3/
1 Samuel 23:22 (KJV),"Go, I pray you, prepare yet, and know and see his place where his haunt is, and who hath seen him there: for it is told me that he dealeth very subtilly.",http://chroniclingamerica.loc.gov/lccn/sn84023296/1878-12-18/ed-1/seq-1/#words=go+i+pray+you+prepare+yet+know+see+place+where+haunt+hath+seen+told+me+dealeth+very+subtilly,FALSE,possibly,him told me,3,0.0666666667,0.6434586816,sn84023296/1878-12-18/ed-1/seq-1/
Exodus 20:15 (KJV),Thou shalt not steal.,http://chroniclingamerica.loc.gov/lccn/sn86061215/1912-08-08/ed-1/seq-1/#words=thou+shalt+steal,TRUE,yes,thou shalt not steal,2,1,8.958733044,sn86061215/1912-08-08/ed-1/seq-1/
2 Kings 5:13 (KJV),"And his servants came near, and spake unto him, and said, My father, if the prophet had bid thee do some great thing, wouldest thou not have done it? how much rather then, when he saith to thee, Wash, and be clean?",http://chroniclingamerica.loc.gov/lccn/sn93067846/1911-12-06/ed-1/seq-2/#words=servants+came+near+spake+unto+said+my+father+prophet+had+bid+thee+some+great+thing+wouldest+thou+done+how+much+rather+when+saith+thee+wash+clean,FALSE,no,not have done,1,0.0126582278,0.1134016841,sn93067846/1911-12-06/ed-1/seq-2/
Acts 24:17 (KJV),"Now after many years I came to bring alms to my nation, and offerings.",http://chroniclingamerica.loc.gov/lccn/sn85032801/1893-03-03/ed-1/seq-10/#words=now+after+many+years+i+came+bring+alms+my+nation+offerings,FALSE,possibly,many years came,1,0.0555555556,0.536215568,sn85032801/1893-03-03/ed-1/seq-10/
John 11:37 (KJV),"And some of them said, Could not this man, which opened the eyes of the blind, have caused that even this man should not have died?",http://chroniclingamerica.loc.gov/lccn/sn86063662/1884-07-10/ed-1/seq-3/#words=some+said+could+man+opened+eyes+blind+caused+even+man+should+died,FALSE,no,said could not,1,0.0222222222,0.2144862272,sn86063662/1884-07-10/ed-1/seq-3/
John 9:4 (KJV),"I must work the works of him that sent me, while it is day: the night cometh, when no man can work.",http://chroniclingamerica.loc.gov/lccn/sn82015485/1917-06-21/ed-1/seq-2/#words=i+must+work+works+sent+me+while+day+night+cometh+when+man+can+work,TRUE,yes,while day night cometh when,34,1,9.63995478,sn82015485/1917-06-21/ed-1/seq-2/
1 Peter 5:11 (KJV),To him be glory and dominion for ever and ever. Amen.,http://chroniclingamerica.loc.gov/lccn/sn94060041/1894-03-03/ed-1/seq-1/#words=glory+dominion+ever+ever+amen,TRUE,yes,dominion ever ever amen,8,1,9.174494598,sn94060041/1894-03-03/ed-1/seq-1/
Hebrews 10:26 (KJV),"For if we sin wilfully after that we have received the knowledge of the truth, there remaineth no more sacrifice for sins,",http://chroniclingamerica.loc.gov/lccn/sn83032041/1874-06-05/ed-1/seq-3/#words=we+sin+wilfully+after+we+received+knowledge+truth+remaineth+more+sacrifice+sins,FALSE,no,we have received,1,0.0277777778,0.237590776,sn83032041/1874-06-05/ed-1/seq-3/
Luke 24:52 (KJV),"And they worshipped him, and returned to Jerusalem with great joy:",http://chroniclingamerica.loc.gov/lccn/sn86061215/1912-04-06/ed-1/seq-6/#words=worshipped+returned+jerusalem+great+joy,TRUE,yes,returned jerusalem great joy,6,0.6666666667,6.434586816,sn86061215/1912-04-06/ed-1/seq-6/
Luke 20:7 (KJV),"And they answered, that they could not tell whence it was.",http://chroniclingamerica.loc.gov/lccn/sn83035595/1867-08-16/ed-1/seq-1/#words=answered+could+tell+whence,FALSE,possibly,could not tell,1,0.0833333333,1.608646704,sn83035595/1867-08-16/ed-1/seq-1/
Hebrews 11:1 (KJV),"Now faith is the substance of things hoped for, the evidence of things not seen.",http://chroniclingamerica.loc.gov/lccn/sn83035595/1861-05-10/ed-1/seq-1/#words=now+faith+substance+things+hoped+evidence+things+seen,TRUE,possibly,things not seen,1,0.0555555556,0.5136897287,sn83035595/1861-05-10/ed-1/seq-1/
Mark 3:25 (KJV),"And if a house be divided against itself, that house cannot stand.",http://chroniclingamerica.loc.gov/lccn/sn89081022/1908-06-24/ed-1/seq-4/#words=house+divided+against+itself+house+cannot+stand,TRUE,yes,divided against itself,3,0.2,1.796049177,sn89081022/1908-06-24/ed-1/seq-4/
Psalm 73:14 (KJV),"For all the day long have I been plagued, and chastened every morning.",http://chroniclingamerica.loc.gov/lccn/sn86069643/1912-08-01/ed-1/seq-3/#words=all+day+long+i+been+plagued+chastened+every+morning,FALSE,possibly,long have been,1,0.0588235294,0.5439067715,sn86069643/1912-08-01/ed-1/seq-3/
2 Corinthians 7:5 (KJV),"For, when we were come into Macedonia, our flesh had no rest, but we were troubled on every side; without were fightings, within were fears.",http://chroniclingamerica.loc.gov/lccn/sn82014434/1853-05-09/ed-1/seq-3/#words=when+we+were+come+macedonia+our+flesh+had+rest+we+were+troubled+every+side+without+were+fightings+within+were+fears,FALSE,no,every side without,1,0.0188679245,0.1821109476,sn82014434/1853-05-09/ed-1/seq-3/
Genesis 3:2 (KJV),"And the woman said unto the serpent, We may eat of the fruit of the trees of the garden:",http://chroniclingamerica.loc.gov/lccn/sn85052141/1874-09-11/ed-1/seq-3/#words=woman+said+unto+serpent+we+may+eat+fruit+trees+garden,FALSE,possibly,fruit trees garden,1,0.0526315789,0.507993696,sn85052141/1874-09-11/ed-1/seq-3/
Acts 27:36 (KJV),"Then were they all of good cheer, and they also took some meat.",http://chroniclingamerica.loc.gov/lccn/sn85038119/1894-12-27/ed-1/seq-3/#words=were+all+good+cheer+also+took+some+meat,FALSE,possibly,all good cheer,1,0.0555555556,0.536215568,sn85038119/1894-12-27/ed-1/seq-3/
Ezekiel 6:8 (KJV),"Yet will I leave a remnant, that ye may have some that shall escape the sword among the nations, when ye shall be scattered through the countries.",http://chroniclingamerica.loc.gov/lccn/sn86063615/1899-02-06/ed-1/seq-2/#words=yet+i+leave+remnant+ye+may+some+shall+escape+sword+among+nations+when+ye+shall+scattered+through+countries,FALSE,no,may have some,1,0.0227272727,0.2193609142,sn86063615/1899-02-06/ed-1/seq-2/
Luke 1:46 (KJV),"And Mary said, My soul doth magnify the Lord,",http://chroniclingamerica.loc.gov/lccn/sn85038115/1885-06-23/ed-1/seq-1/#words=mary+said+my+soul+doth+magnify+lord,FALSE,possibly,said soul doth,1,0.1111111111,1.072431136,sn85038115/1885-06-23/ed-1/seq-1/
