reference,url,match
Acts 27:37 (KJV),http://chroniclingamerica.loc.gov/lccn/sn90061052/1921-09-08/ed-1/seq-7/#words=we+were+all+ship+two+hundred+threescore+sixteen+souls,FALSE
Luke 5:2 (KJV),http://chroniclingamerica.loc.gov/lccn/sn94060041/1890-03-15/ed-1/seq-6/#words=saw+two+ships+standing+lake+fishermen+were+gone+out+were+washing+nets,TRUE
Zechariah 2:11 (KJV),http://chroniclingamerica.loc.gov/lccn/sn93067841/1917-04-12/ed-1/seq-6/#words=many+nations+shall+joined+lord+day+shall+my+people+i+dwell+midst+thee+thou+shalt+know+lord+hosts+hath+sent+me+unto+thee,TRUE
Genesis 14:24 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84026688/1903-01-29/ed-1/seq-1/#words=save+only+young+men+eaten+portion+men+went+me+aner+eshcol+mamre+let+take+portion,TRUE
Luke 1:56 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85038088/1882-05-18/ed-1/seq-1/#words=mary+abode+about+three+months+returned+own+house,FALSE
1 Kings 22:23 (KJV),http://chroniclingamerica.loc.gov/lccn/sn86069867/1899-12-10/ed-1/seq-2/#words=now+therefore+behold+lord+hath+put+lying+spirit+mouth+all+thy+prophets+lord+hath+spoken+evil+concerning+thee,TRUE
Isaiah 2:12 (KJV),http://chroniclingamerica.loc.gov/lccn/sn86063778/1909-02-11/ed-1/seq-1/#words=day+lord+hosts+shall+upon+every+one+proud+lofty+upon+every+one+lifted+up+shall+brought+low,FALSE
Exodus 20:9 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85042461/1894-01-07/ed-1/seq-11/#words=six+days+shalt+thou+labour+all+thy+work,TRUE
Isaiah 1:9 (KJV),http://chroniclingamerica.loc.gov/lccn/sn86058890/1848-01-18/ed-1/seq-3/#words=except+lord+hosts+had+left+unto+us+very+small+remnant+we+should+been+sodom+we+should+been+like+unto+gomorrah,FALSE
2 Samuel 12:13 (KJV),http://chroniclingamerica.loc.gov/lccn/sn82015679/1894-12-13/ed-1/seq-3/#words=david+said+unto+nathan+i+sinned+against+lord+nathan+said+unto+david+lord+also+hath+put+away+thy+sin+thou+shalt+die,TRUE
1 Corinthians 3:14 (KJV),http://chroniclingamerica.loc.gov/lccn/sn83030313/1846-06-27/ed-1/seq-1/#words=any+man's+work+abide+hath+built+thereupon+shall+receive+reward,TRUE
Psalm 124:2 (KJV),http://chroniclingamerica.loc.gov/lccn/sn93051669/1898-04-09/ed-1/seq-2/#words=had+been+lord+our+side+when+men+rose+up+against+us,FALSE
Zechariah 7:13 (KJV),http://chroniclingamerica.loc.gov/lccn/sn83025661/1840-02-12/ed-1/seq-2/#words=therefore+come+pass+cried+would+hear+so+cried+i+would+hear+saith+lord+hosts,FALSE
Genesis 9:25 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85026050/1854-05-19/ed-1/seq-3/#words=said+cursed+canaan+servant+servants+shall+unto+brethren,FALSE
Ephesians 6:17 (KJV),http://chroniclingamerica.loc.gov/lccn/sn83035487/1845-11-28/ed-1/seq-3/#words=take+helmet+salvation+sword+spirit+word+god,FALSE
Philemon 1:21 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85034357/1917-06-15/ed-1/seq-3/#words=having+confidence+thy+obedience+i+wrote+unto+thee+knowing+thou+wilt+also+more+than+i+say,FALSE
1 Samuel 21:5 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85025620/1888-09-13/ed-1/seq-3/#words=david+answered+priest+said+unto+truth+women+been+kept+us+about+three+days+since+i+came+out+vessels+young+men+holy+bread+manner+common+yea+though+were+sanctified+day+vessel,FALSE
Deuteronomy 5:17 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85025620/1888-05-24/ed-1/seq-4/#words=thou+shalt+kill,TRUE
Matthew 20:28 (KJV),http://chroniclingamerica.loc.gov/lccn/sn87096037/1920-01-08/ed-1/seq-2/#words=even+son+man+came+ministered+unto+minister+give+life+ransom+many,TRUE
Daniel 3:15 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84024735/1852-09-24/ed-1/seq-2/#words=now+ye+ready+what+time+ye+hear+sound+cornet+flute+harp+sackbut+psaltery+dulcimer+all+kinds+musick+ye+fall+down+worship+image+i+made+well+ye+worship+ye+shall+cast+same+hour+midst+burning+fiery+furnace+god+shall+deliver+you+out+my+hands,FALSE
2 Corinthians 11:6 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84022644/1876-06-02/ed-1/seq-2/#words=though+i+rude+speech+yet+knowledge+we+been+throughly+made+manifest+among+you+all+things,FALSE
Luke 9:23 (KJV),http://chroniclingamerica.loc.gov/lccn/sn94060041/1890-03-15/ed-1/seq-6/#words=said+all+any+man+come+after+me+let+deny+himself+take+up+cross+daily+follow+me,TRUE
Jeremiah 42:5 (KJV),http://chroniclingamerica.loc.gov/lccn/sn86063381/1908-01-23/ed-1/seq-1/#words=said+jeremiah+lord+true+faithful+witness+between+us+we+even+according+all+things+lord+thy+god+shall+send+thee+us,FALSE
Ephesians 4:20 (KJV),http://chroniclingamerica.loc.gov/lccn/sn83016925/1887-09-28/ed-1/seq-2/#words=ye+so+learned+christ,TRUE
Proverbs 1:10 (KJV),http://chroniclingamerica.loc.gov/lccn/sn86063623/1901-06-08/ed-1/seq-1/#words=my+son+sinners+entice+thee+consent+thou,TRUE
2 Kings 6:28 (KJV),http://chroniclingamerica.loc.gov/lccn/sn86069867/1899-12-10/ed-1/seq-2/#words=king+said+unto+what+aileth+thee+answered+woman+said+unto+me+give+thy+son+we+may+eat+day+we+eat+my+son+morrow,TRUE
Romans 13:3 (KJV),http://chroniclingamerica.loc.gov/lccn/sn82014899/1873-09-20/ed-1/seq-1/#words=rulers+terror+good+works+evil+wilt+thou+afraid+power+good+thou+shalt+praise+same,TRUE
Psalm 106:11 (KJV),http://chroniclingamerica.loc.gov/lccn/sn87078321/1893-07-26/ed-1/seq-6/#words=waters+covered+enemies+one+left,FALSE
Genesis 37:4 (KJV),http://chroniclingamerica.loc.gov/lccn/sn89081128/1922-08-23/ed-1/seq-4/#words=when+brethren+saw+father+loved+more+than+all+brethren+hated+could+speak+peaceably+unto,FALSE
Matthew 10:32 (KJV),http://chroniclingamerica.loc.gov/lccn/sn88064181/1914-02-20/ed-1/seq-7/#words=whosoever+therefore+shall+confess+me+before+men+i+confess+also+before+my+father+heaven,TRUE
2 Kings 6:16 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85025620/1883-05-24/ed-1/seq-4/#words=answered+fear+us+more+than,FALSE
Luke 8:2 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84026897/1869-11-03/ed-1/seq-7/#words=certain+women+had+been+healed+evil+spirits+infirmities+mary+called+magdalene+out+whom+went+seven+devils,FALSE
Micah 4:3 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85033535/1874-06-06/ed-1/seq-3/#words=shall+judge+among+many+people+rebuke+strong+nations+afar+off+shall+beat+swords+plowshares+spears+pruninghooks+nation+shall+lift+up+sword+against+nation+neither+shall+learn+war+any+more,TRUE
Numbers 14:4 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85033306/1888-01-06/ed-1/seq-1/#words=said+one+another+let+us+make+captain+let+us+return+egypt,FALSE
Luke 20:7 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84020558/1908-09-26/ed-1/seq-9/#words=answered+could+tell+whence,FALSE
Psalm 134:2 (KJV),http://chroniclingamerica.loc.gov/lccn/sn89055113/1900-10-11/ed-1/seq-2/#words=lift+up+your+hands+sanctuary+bless+lord,FALSE
Obadiah 1:5 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85032923/1919-04-16/ed-1/seq-2/#words=thieves+came+thee+robbers+night+how+art+thou+cut+off+would+stolen+till+had+enough+grapegatherers+came+thee+would+leave+some+grapes,FALSE
Job 39:22 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85047084/1885-03-26/ed-1/seq-4/#words=mocketh+fear+affrighted+neither+turneth+back+sword,TRUE
Psalm 34:20 (KJV),http://chroniclingamerica.loc.gov/lccn/sn93067846/1897-09-22/ed-1/seq-6/#words=keepeth+all+bones+one+broken,FALSE
Luke 19:10 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84026925/1892-08-10/ed-1/seq-1/#words=son+man+come+seek+save+lost,TRUE
Romans 6:7 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84020109/1875-01-07/ed-1/seq-1/#words=dead+freed+sin,FALSE
Proverbs 3:6 (KJV),http://chroniclingamerica.loc.gov/lccn/sn83004710/1915-05-21/ed-1/seq-4/#words=all+thy+ways+acknowledge+shall+direct+thy+paths,TRUE
Numbers 12:15 (KJV),http://chroniclingamerica.loc.gov/lccn/sn88061179/1905-06-08/ed-1/seq-4/#words=miriam+shut+out+camp+seven+days+people+journeyed+till+miriam+brought+again,FALSE
John 15:17 (KJV),http://chroniclingamerica.loc.gov/lccn/sn83025186/1903-08-21/ed-1/seq-4/#words=things+i+command+you+ye+love+one+another,FALSE
Revelation 1:5 (KJV),http://chroniclingamerica.loc.gov/lccn/sn94060041/1894-03-03/ed-1/seq-1/#words=jesus+christ+faithful+witness+first+begotten+dead+prince+kings+earth+unto+loved+us+washed+us+our+sins+own+blood,TRUE
Matthew 28:17 (KJV),http://chroniclingamerica.loc.gov/lccn/sn2006060001/1888-06-14/ed-1/seq-3/#words=when+saw+worshipped+some+doubted,TRUE
Job 37:5 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85034235/1910-12-29/ed-1/seq-4/#words=god+thundereth+marvellously+voice+great+things+doeth+we+cannot+comprehend,TRUE
Acts 19:7 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85025620/1888-12-06/ed-1/seq-2/#words=all+men+were+about+twelve,FALSE
Job 34:27 (KJV),http://chroniclingamerica.loc.gov/lccn/sn86089174/1895-07-19/ed-1/seq-2/#words=because+turned+back+would+consider+any+ways,FALSE
Habakkuk 1:12 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84027621/1902-05-19/ed-1/seq-1/#words=art+thou+everlasting+o+lord+my+god+mine+holy+one+we+shall+die+o+lord+thou+hast+ordained+judgment+o+mighty+god+thou+hast+established+correction,FALSE
John 8:45 (KJV),http://chroniclingamerica.loc.gov/lccn/sn83035565/1913-12-18/ed-1/seq-6/#words=because+i+tell+you+truth+ye+believe+me,FALSE
Amos 6:10 (KJV),http://chroniclingamerica.loc.gov/lccn/sn88085770/1916-01-27/ed-1/seq-1/#words=man's+uncle+shall+take+up+burneth+bring+out+bones+out+house+shall+say+unto+sides+house+yet+any+thee+shall+say+shall+say+hold+thy+tongue+we+may+make+mention+name+lord,FALSE
Leviticus 5:1 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85052141/1916-10-12/ed-1/seq-6/#words=soul+sin+hear+voice+swearing+witness+whether+hath+seen+known+utter+shall+bear+iniquity,FALSE
Nehemiah 10:30 (KJV),http://chroniclingamerica.loc.gov/lccn/sn82014593/1852-01-09/ed-1/seq-2/#words=we+would+give+our+daughters+unto+people+land+nor+take+daughters+our+sons,FALSE
Matthew 13:30 (KJV),http://chroniclingamerica.loc.gov/lccn/sn88076421/1914-08-06/ed-1/seq-11/#words=let+both+grow+together+until+harvest+time+harvest+i+say+reapers+gather+ye+together+first+tares+bind+bundles+burn+gather+wheat+my+barn,FALSE
Deuteronomy 28:64 (KJV),http://chroniclingamerica.loc.gov/lccn/sn82016187/1910-07-21/ed-1/seq-6/#words=lord+shall+scatter+thee+among+all+people+one+end+earth+even+unto+other+thou+shalt+serve+other+gods+neither+thou+nor+thy+fathers+known+even+wood+stone,FALSE
Romans 6:5 (KJV),http://chroniclingamerica.loc.gov/lccn/sn83016475/1840-07-09/ed-1/seq-2/#words=we+been+planted+together+likeness+death+we+shall+also+likeness+resurrection,FALSE
Leviticus 25:37 (KJV),http://chroniclingamerica.loc.gov/lccn/sn93067659/1904-08-17/ed-1/seq-7/#words=thou+shalt+give+thy+money+upon+usury+nor+lend+thy+victuals+increase,TRUE
Mark 16:10 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85034357/1918-08-02/ed-1/seq-3/#words=went+told+had+been+mourned+wept,FALSE
1 John 5:19 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85038102/1907-06-07/ed-1/seq-5/#words=we+know+we+god+whole+world+lieth+wickedness,FALSE
John 9:29 (KJV),http://chroniclingamerica.loc.gov/lccn/sn86053569/1838-02-03/ed-1/seq-3/#words=we+know+god+spake+unto+moses+fellow+we+know+whence,FALSE
Luke 14:26 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84024718/1869-06-29/ed-1/seq-1/#words=any+man+come+me+hate+father+mother+wife+children+brethren+sisters+yea+own+life+also+cannot+my+disciple,TRUE
Luke 6:31 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84026900/1854-05-03/ed-1/seq-2/#words=ye+would+men+should+you+ye+also+likewise,TRUE
Galatians 3:27 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85033964/1874-12-10/ed-1/seq-4/#words=many+you+been+baptized+christ+put+christ,FALSE
Deuteronomy 33:25 (KJV),http://chroniclingamerica.loc.gov/lccn/sn95067647/1908-07-30/ed-1/seq-3/#words=thy+shoes+shall+iron+brass+thy+days+so+shall+thy+strength,TRUE
Genesis 19:7 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85025431/1898-01-12/ed-1/seq-5/#words=said+i+pray+you+brethren+so+wickedly,FALSE
Psalm 34:20 (KJV),http://chroniclingamerica.loc.gov/lccn/sn82015133/1883-11-24/ed-1/seq-1/#words=keepeth+all+bones+one+broken,FALSE
Luke 2:28 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84026853/1876-04-05/ed-1/seq-3/#words=took+up+arms+blessed+god+said,FALSE
Luke 3:11 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84036012/1898-01-10/ed-1/seq-3/#words=answereth+saith+unto+hath+two+coats+let+impart+hath+none+hath+meat+let+likewise,TRUE
Leviticus 10:19 (KJV),http://chroniclingamerica.loc.gov/lccn/sn97067613/1889-08-29/ed-1/seq-4/#words=aaron+said+unto+moses+behold+day+offered+sin+offering+burnt+offering+before+lord+things+befallen+me+i+had+eaten+sin+offering+day+should+been+accepted+sight+lord,FALSE
Mark 5:1 (KJV),http://chroniclingamerica.loc.gov/lccn/sn97067613/1889-02-07/ed-1/seq-4/#words=came+over+unto+other+side+sea+country+gadarenes,TRUE
Esther 2:6 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84026526/1860-11-16/ed-1/seq-1/#words=had+been+carried+away+jerusalem+captivity+had+been+carried+away+jeconiah+king+judah+whom+nebuchadnezzar+king+babylon+had+carried+away,FALSE
Matthew 4:19 (KJV),http://chroniclingamerica.loc.gov/lccn/sn94060041/1890-03-15/ed-1/seq-6/#words=saith+unto+follow+me+i+make+you+fishers+men,TRUE
Luke 10:31 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84026918/1882-09-08/ed-2/seq-4/#words=chance+came+down+certain+priest+way+when+saw+passed+other+side,FALSE
Mark 11:10 (KJV),http://chroniclingamerica.loc.gov/lccn/sn97067613/1889-04-04/ed-1/seq-4/#words=blessed+kingdom+our+father+david+cometh+name+lord+hosanna+highest,TRUE
2 Corinthians 12:11 (KJV),http://chroniclingamerica.loc.gov/lccn/sn86064205/1886-04-25/ed-1/seq-6/#words=i+am+become+fool+glorying+ye+compelled+me+i+ought+been+commended+you+nothing+am+i+behind+very+chiefest+apostles+though+i+nothing,FALSE
Luke 6:44 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84026259/1875-02-25/ed-1/seq-4/#words=every+tree+known+own+fruit+thorns+men+gather+figs+nor+bramble+bush+gather+grapes,TRUE
Philippians 1:5 (KJV),http://chroniclingamerica.loc.gov/lccn/sn83040592/1919-02-21/ed-1/seq-6/#words=your+fellowship+gospel+first+day+until+now,FALSE
Luke 4:16 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84024738/1861-03-14/ed-1/seq-2/#words=came+nazareth+where+had+been+brought+up+custom+went+synagogue+sabbath+day+stood+up+read,FALSE
Luke 2:45 (KJV),http://chroniclingamerica.loc.gov/lccn/sn92065637/1896-01-08/ed-2/seq-2/#words=when+found+turned+back+again+jerusalem+seeking,TRUE
Galatians 4:22 (KJV),http://chroniclingamerica.loc.gov/lccn/sn91068129/1885-04-29/ed-1/seq-2/#words=written+abraham+had+two+sons+one+bondmaid+other+freewoman,FALSE
2 Samuel 5:23 (KJV),http://chroniclingamerica.loc.gov/lccn/sn87065308/1898-11-23/ed-1/seq-3/#words=when+david+inquired+lord+said+thou+shalt+go+up+fetch+compass+behind+come+upon+over+against+mulberry+trees,FALSE
Job 14:1 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84020109/1875-01-07/ed-1/seq-1/#words=man+born+woman+few+days+full+trouble,TRUE
Jeremiah 31:29 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84020714/1884-10-24/ed-1/seq-2/#words=those+days+shall+say+more+fathers+eaten+sour+grape+children's+teeth+set+edge,FALSE
1 Thessalonians 5:21 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84028820/1856-12-11/ed-1/seq-1/#words=prove+all+things+hold+fast+good,TRUE
Exodus 12:45 (KJV),http://chroniclingamerica.loc.gov/lccn/sn86069867/1899-12-10/ed-1/seq-2/#words=foreigner+hired+servant+shall+eat+thereof,FALSE
Numbers 9:6 (KJV),http://chroniclingamerica.loc.gov/lccn/sn86063381/1918-10-01/ed-1/seq-6/#words=were+certain+men+were+defiled+dead+body+man+could+keep+passover+day+came+before+moses+before+aaron+day,FALSE
Psalm 59:15 (KJV),http://chroniclingamerica.loc.gov/lccn/sn89074109/1907-07-04/ed-1/seq-1/#words=let+wander+up+down+meat+grudge+satisfied,FALSE
Exodus 34:20 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85026050/1864-01-29/ed-1/seq-2/#words=firstling+ass+thou+shalt+redeem+lamb+thou+redeem+shalt+thou+break+neck+all+firstborn+thy+sons+thou+shalt+redeem+none+shall+appear+before+me+empty,FALSE
1 John 1:5 (KJV),http://chroniclingamerica.loc.gov/lccn/sn83045784/1857-10-10/ed-1/seq-1/#words=message+we+heard+declare+unto+you+god+light+darkness+all,FALSE
1 John 4:18 (KJV),http://chroniclingamerica.loc.gov/lccn/sn88085947/1904-08-02/ed-1/seq-4/#words=fear+love+perfect+love+casteth+out+fear+because+fear+hath+torment+feareth+made+perfect+love,TRUE
Numbers 32:23 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85033637/1878-08-13/ed-1/seq-1/#words=ye+so+behold+ye+sinned+against+lord+sure+your+sin+find+you+out,FALSE
Job 7:10 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84024283/1905-05-18/ed-1/seq-4/#words=shall+return+more+house+neither+shall+place+know+any+more,TRUE
Jeremiah 34:18 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84026788/1891-05-05/ed-1/seq-1/#words=i+give+men+transgressed+my+covenant+performed+words+covenant+had+made+before+me+when+cut+calf+twain+passed+between+parts+thereof,FALSE
Matthew 20:11 (KJV),http://chroniclingamerica.loc.gov/lccn/sn95069778/1897-06-03/ed-1/seq-6/#words=when+had+received+murmured+against+goodman+house,FALSE
Luke 20:7 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85025620/1900-02-16/ed-1/seq-3/#words=answered+could+tell+whence,FALSE
Psalm 119:176 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84024716/1908-11-11/ed-1/seq-4/#words=i+gone+astray+like+lost+sheep+seek+thy+servant+i+forget+thy+commandments,TRUE
1 Timothy 6:15 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84024716/1908-10-14/ed-1/seq-4/#words=times+shall+shew+blessed+only+potentate+king+kings+lord+lords,TRUE
Romans 12:11 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84026853/1876-04-05/ed-1/seq-3/#words=slothful+business+fervent+spirit+serving+lord,TRUE
1 Samuel 9:2 (KJV),http://chroniclingamerica.loc.gov/lccn/sn89058154/1922-06-02/ed-1/seq-3/#words=had+son+whose+name+saul+choice+young+man+goodly+among+children+israel+goodlier+person+than+shoulders+upward+higher+than+any+people,TRUE
Psalm 122:1 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84023209/1858-02-04/ed-1/seq-4/#words=i+glad+when+said+unto+me+let+us+go+house+lord,TRUE
Isaiah 65:14 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84026912/1879-04-17/ed-1/seq-4/#words=behold+my+servants+shall+sing+joy+heart+ye+shall+cry+sorrow+heart+shall+howl+vexation+spirit,TRUE
1 John 1:8 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84027621/1900-12-01/ed-1/seq-2/#words=we+say+we+sin+we+deceive+ourselves+truth+us,FALSE
Psalm 124:2 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84026853/1876-05-24/ed-1/seq-3/#words=had+been+lord+our+side+when+men+rose+up+against+us,FALSE
Isaiah 65:21 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85033964/1867-08-30/ed-1/seq-4/#words=shall+build+houses+inhabit+shall+plant+vineyards+eat+fruit,TRUE
Mark 3:16 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84025890/1883-03-03/ed-1/seq-2/#words=simon+surnamed+peter,FALSE
Job 21:5 (KJV),http://chroniclingamerica.loc.gov/lccn/sn83016475/1840-05-30/ed-1/seq-2/#words=mark+me+astonished+lay+your+hand+upon+your+mouth,FALSE
Job 18:18 (KJV),http://chroniclingamerica.loc.gov/lccn/sn93065796/1867-07-30/ed-1/seq-4/#words=shall+driven+light+darkness+chased+out+world,FALSE
Judges 16:31 (KJV),http://chroniclingamerica.loc.gov/lccn/sn93061777/1916-02-25/ed-1/seq-6/#words=brethren+all+house+father+came+down+took+brought+up+buried+between+zorah+eshtaol+burying+place+manoah+father+judged+israel+twenty+years,FALSE
Isaiah 58:8 (KJV),http://chroniclingamerica.loc.gov/lccn/sn83035487/1861-04-27/ed-1/seq-2/#words=shall+thy+light+break+forth+morning+thine+health+shall+spring+forth+speedily+thy+righteousness+shall+go+before+thee+glory+lord+shall+thy+rereward,TRUE
Isaiah 1:25 (KJV),http://chroniclingamerica.loc.gov/lccn/sn83016474/1840-04-02/ed-1/seq-1/#words=i+turn+my+hand+upon+thee+purely+purge+away+thy+dross+take+away+all+thy+tin,TRUE
Psalm 84:12 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85033781/1896-07-15/ed-1/seq-6/#words=o+lord+hosts+blessed+man+trusteth+thee,TRUE
Luke 19:42 (KJV),http://chroniclingamerica.loc.gov/lccn/sn83016632/1879-10-11/ed-1/seq-3/#words=saying+thou+hadst+known+even+thou+least+thy+day+things+belong+unto+thy+peace+now+hid+thine+eyes,TRUE
Acts 27:37 (KJV),http://chroniclingamerica.loc.gov/lccn/sn92053945/1889-10-31/ed-1/seq-2/#words=we+were+all+ship+two+hundred+threescore+sixteen+souls,FALSE
Ephesians 3:12 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85054616/1854-06-15/ed-1/seq-4/#words=whom+we+boldness+access+confidence+faith,FALSE
2 Corinthians 13:8 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85034235/1883-04-19/ed-1/seq-4/#words=we+can+nothing+against+truth+truth,FALSE
Genesis 39:23 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85025620/1888-09-13/ed-1/seq-1/#words=keeper+prison+looked+any+thing+under+hand+because+lord+did+lord+made+prosper,FALSE
Luke 12:27 (KJV),http://chroniclingamerica.loc.gov/lccn/sn78000395/1916-09-30/ed-1/seq-1/#words=consider+lilies+how+grow+toil+spin+yet+i+say+unto+you+solomon+all+glory+arrayed+like+one,TRUE
Luke 1:70 (KJV),http://chroniclingamerica.loc.gov/lccn/sn83026389/1869-01-30/ed-2/seq-1/#words=spake+mouth+holy+prophets+been+since+world+began,FALSE
Acts 19:7 (KJV),http://chroniclingamerica.loc.gov/lccn/sn83035487/1861-04-06/ed-1/seq-1/#words=all+men+were+about+twelve,FALSE
2 Thessalonians 3:13 (KJV),http://chroniclingamerica.loc.gov/lccn/sn86071065/1844-09-25/ed-1/seq-2/#words=ye+brethren+weary+well+doing,TRUE
Romans 15:27 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85025007/1897-11-17/ed-1/seq-3/#words=hath+pleased+verily+debtors+gentiles+been+made+partakers+spiritual+things+duty+also+minister+unto+carnal+things,FALSE
Ephesians 4:5 (KJV),http://chroniclingamerica.loc.gov/lccn/sn82015015/1842-04-26/ed-1/seq-4/#words=one+lord+one+faith+one+baptism,TRUE
Matthew 26:72 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84020613/1899-11-21/ed-1/seq-3/#words=again+denied+oath+i+know+man,FALSE
Ecclesiastes 4:9 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84022278/1873-06-14/ed-1/seq-1/#words=two+better+than+one+because+good+reward+labour,FALSE
Obadiah 1:16 (KJV),http://chroniclingamerica.loc.gov/lccn/sn96086441/1881-11-25/ed-1/seq-3/#words=ye+drunk+upon+my+holy+mountain+so+shall+all+heathen+drink+continually+yea+shall+drink+shall+swallow+down+shall+though+had+been,FALSE
John 13:9 (KJV),http://chroniclingamerica.loc.gov/lccn/sn99021999/1889-06-07/ed-1/seq-8/#words=simon+peter+saith+unto+lord+my+feet+only+also+my+hands+my+head,FALSE
2 Kings 7:9 (KJV),http://chroniclingamerica.loc.gov/lccn/sn88061082/1884-09-06/ed-1/seq-2/#words=said+one+another+we+well+day+day+good+tidings+we+hold+our+peace+we+tarry+till+morning+light+some+mischief+come+upon+us+now+therefore+come+we+may+go+tell+king's+household,FALSE
Proverbs 29:20 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85025620/1883-05-24/ed-1/seq-4/#words=seest+thou+man+hasty+words+more+hope+fool+than,FALSE
Genesis 17:22 (KJV),http://chroniclingamerica.loc.gov/lccn/sn97067613/1889-05-09/ed-1/seq-1/#words=left+off+talking+god+went+up+abraham,FALSE
Genesis 17:25 (KJV),http://chroniclingamerica.loc.gov/lccn/sn86088296/1890-01-30/ed-1/seq-8/#words=ishmael+son+thirteen+years+old+when+circumcised+flesh+foreskin,FALSE
1 Samuel 3:4 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85038180/1876-07-20/ed-1/seq-2/#words=lord+called+samuel+answered+here+am+i,TRUE
1 Corinthians 9:15 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85033386/1873-11-07/ed-1/seq-3/#words=i+used+none+things+neither+i+written+things+should+so+done+unto+me+were+better+me+die+than+any+man+should+make+my+glorying+void,FALSE
1 Samuel 14:46 (KJV),http://chroniclingamerica.loc.gov/lccn/sn87056250/1895-12-04/ed-1/seq-2/#words=saul+went+up+following+philistines+philistines+went+own+place,FALSE
Job 3:11 (KJV),http://chroniclingamerica.loc.gov/lccn/sn84024779/1886-09-02/ed-1/seq-3/#words=why+died+i+womb+why+did+i+give+up+ghost+when+i+came+out+belly,FALSE
Proverbs 21:5 (KJV),http://chroniclingamerica.loc.gov/lccn/sn86071045/1881-03-23/ed-1/seq-2/#words=thoughts+diligent+tend+only+plenteousness+every+one+hasty+only+want,TRUE
Matthew 6:3 (KJV),http://chroniclingamerica.loc.gov/lccn/sn85034235/1910-12-29/ed-1/seq-3/#words=when+thou+doest+alms+let+thy+left+hand+know+what+thy+right+hand+doeth,TRUE
Matthew 27:28 (KJV),http://chroniclingamerica.loc.gov/lccn/sn82015387/1898-09-24/ed-1/seq-1/#words=stripped+put+scarlet+robe,FALSE
